Series Name,Series Code,Country Name,Country Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Guyana,GUY,3480.326771,3501.590542,3380.430346,3293.62021,3210.167977,3247.672768,3287.40768,2852.842568,2661.880129,2533.834117,2603.4964,2591.39935,2628.318438,2546.091606,2436.296315,2377.217954,2528.080388,2716.75893,2926.936937,3164.667779,3312.649969,3566.134994,3778.006529,3708.046371,3813.330576,3759.607897,3847.094619,3894.871074,3873.041237,3937.114353,3867.933082,4076.779817,4382.104497,4472.345179,4649.341448,4860.09111,5133.895398,5403.798994,5573.342179,5635.717041,5640.415606,5818.616822,5997.182714,6080.906121,6278.630541,9010.610005,10711.99734,17365.33364,23101.35383,32932.21358
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Haiti,HTI,1713.303796,1822.407345,1853.922184,1931.452296,2037.868166,2146.49093,2045.462558,1934.639428,1914.432476,1882.817893,1856.968113,1811.085824,1760.750451,1728.602543,1644.103745,1627.312645,1624.495989,1507.818729,1398.254646,1207.660545,1302.134912,1330.540399,1340.997021,1344.93904,1356.113446,1342.894905,1314.114197,1304.529381,1326.47161,1286.902821,1304.333037,1305.038138,1343.611114,1356.534001,1412.896535,1317.583893,1369.169213,1354.885461,1392.382047,1411.768348,1411.126847,1416.748819,1432.672286,1437.352519,1394.421141,1331.697785,1292.71955,1256.721436,1219.118716,1154.873009
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Honduras,HND,1485.206511,1590.738337,1702.08483,1748.679843,1790.830216,1747.334586,1674.493377,1591.311204,1558.693431,1609.301609,1651.29031,1690.229803,1752.021253,1733.095816,1731.04027,1729.831428,1625.638358,1676.079335,1734.984902,1690.049235,1744.499728,1727.674739,1757.259763,1772.762928,1714.073303,1789.477985,1789.18816,1807.973055,1842.2975,1908.909501,1975.856479,2056.534915,2134.195406,2175.147094,2076.308599,2108.473145,2144.562655,2188.393788,2205.401267,2229.247722,2271.20266,2315.729831,2383.373984,2430.135037,2447.616493,2189.431687,2423.766349,2482.223849,2527.273663,2573.3716
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Hong Kong SAR, China",HKG,8254.091055,9468.58979,10427.20443,11085.89504,11709.27584,12553.18295,13397.3814,13580.09615,14174.76088,15436.03797,15386.71721,16876.32565,18945.79451,20386.30488,20635.61014,21357.33787,22388.70747,23585.76135,24621.74604,25526.5246,25620.08131,25551.43126,26631.84623,24856.80957,25237.68734,26933.26259,26885.45864,27210.10538,28097.13631,30304.32737,32401.40239,34458.04535,36371.70019,36924.10484,35938.61065,38090.035,39656.34373,39887.83357,40959.97816,41796.86657,42432.16197,43087.54896,44380.81458,45280.50519,44195.29698,41451.32626,44530.94835,43281.72145,43546.71268,44724.53714
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Hungary,HUN,6345.117638,6537.474672,7001.718413,7284.624242,7467.799039,7477.865431,7691.715417,7914.908493,7984.116972,8212.755725,8206.882332,8347.080017,8699.825353,8707.483567,8867.651031,8646.447544,7618.640296,7388.082294,7353.900207,7581.001022,7704.640902,7725.699804,7971.805549,8297.854195,8578.195064,8979.735786,9365.953932,9836.940651,10253.72392,10786.4882,11272.73454,11734.45447,11791.70744,11929.72099,11142.88593,11287.36867,11536.3579,11440.76227,11729.57208,12287.37794,12782.94126,13145.65599,13734.24428,14533.77831,15290.80855,14664.29712,15787.95354,16506.4721,16389.39145,16524.81686
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Iceland,ISL,23308.9968,24454.06231,26414.10023,27785.63513,28852.47748,30189.52074,31120.12306,31368.53704,30290.02882,31207.04238,31981.73627,33739.08807,36223.35451,35628.44103,35280.88545,35416.95169,34930.53291,33330.52888,33426.68811,34334.09584,34188.16003,35557.07905,37302.4601,39622.60454,40725.88604,42174.66506,43288.0763,43143.46058,43763.77561,46766.01685,48850.76588,50731.69068,53646.36901,53821.47081,49527.39884,48193.70141,48933.54566,49191.57441,50946.81624,51233.24404,52951.68151,55513.64231,56501.45767,57697.80442,57493.41953,52641.72349,54392.38315,57804.76107,59307.1822,57954.56567
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,India,IND,380.1599414,377.4960254,395.4433068,408.5169444,378.2195928,394.1822399,408.1535498,412.5967371,432.4292354,438.5417055,450.9667039,461.7256115,469.2099563,502.9373422,521.0733838,537.8702695,531.8983978,549.23507,563.3728723,588.7278922,620.6999543,654.3559284,667.5984231,695.2937093,742.5392084,756.7041095,778.5073775,793.6159129,841.2788946,892.5966146,947.7325656,1008.232753,1069.246968,1086.506053,1155.101633,1235.159391,1281.610544,1333.096266,1399.453798,1484.316407,1583.998159,1694.46535,1788.697703,1883.357727,1936.030677,1806.501106,1965.309434,2098.211245,2270.905181,2396.712719
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Indonesia,IDN,819.5389109,854.3985674,906.7177664,944.755243,989.6783004,1061.791789,1119.39911,1118.383207,1139.006301,1191.590588,1195.123115,1240.064756,1276.13232,1324.37573,1396.699709,1470.918223,1544.995809,1617.109549,1693.107426,1790.3273,1905.542361,2020.991481,2081.841669,1780.200495,1767.514667,1828.10266,1868.591723,1926.374359,1991.918205,2065.706175,2155.447802,2244.080223,2355.152857,2464.601934,2546.219697,2670.81291,2799.624688,2930.518445,3055.24246,3170.72103,3288.222697,3416.810052,3553.519993,3701.321555,3850.903217,3739.449066,3850.688773,4024.912253,4192.651679,4367.862666
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Iran, Islamic Rep.",IRN,6468.122395,7422.128609,6996.184314,5901.81296,5016.914868,3793.354297,3394.343582,3965.275505,4236.716811,3788.977629,3720.532623,3234.885431,3115.618032,2833.187578,2920.369311,3222.201027,3534.653964,3579.732218,3514.519666,3448.259569,3492.17205,3674.032686,3679.275349,3704.56563,3725.317458,3885.301834,3917.299355,4198.953561,4511.43134,4607.451691,4650.358415,4778.793459,5084.71796,5035.940085,5023.893144,5249.061334,5321.758707,5058.646378,4916.972919,5093.203197,4952.733555,5312.61725,5381.1871,5215.34607,5000.98599,5127.959757,5325.546805,5460.694571,5667.526461,5778.656172
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Iraq,IRQ,1633.763364,1852.730765,1826.170528,2066.874262,2419.115152,2924.319168,2817.121215,2833.014421,2390.549198,2282.722617,2260.876321,2308.443275,2454.995024,2398.237977,2262.470445,3526.579251,1254.630574,1615.039035,2005.563532,1985.79692,1961.092551,2108.823283,2478.843104,3242.957339,3691.740513,4172.780251,4116.094053,3660.925275,2250.069901,3354.265888,3310.863445,3471.987447,3565.580541,3781.780017,3768.172843,3881.94327,4030.016869,4387.904691,4504.826875,4446.973432,4440.141893,4932.927291,4736.327108,4749.009218,4898.148977,4213.998438,4182.50064,4412.997331,4337.087053,4180.296195
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ireland,IRL,14505.46943,14487.49733,15466.23111,16344.20178,16623.50975,16939.33549,17298.8386,17527.36017,17361.02418,18005.06253,18530.94275,18443.18696,19301.2082,20395.27374,21666.7234,23481.31279,23797.20657,24425.59765,24958.21994,26290.93149,28676.51049,30550.03624,33578.76161,36143.34234,39501.37636,42643.6344,44196.91609,46022.14117,46643.15767,48906.96307,50599.60448,51710.36227,52904.47326,49512.42629,46514.54267,47040.35439,47607.88535,47217.4432,47999.12382,52098.10499,64311.82347,64267.57273,69777.97736,73960.96123,76464.54289,80908.79243,92757.23,98776.15987,91647.7687,91514.33284
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,18303.43566,18416.35892,21835.22243,23666.15013,26035.85403,27362.56806,28042.44412,28128.44858,28133.83244,28694.41609,29676.14221,30802.89309,32928.83246,35337.91283,39591.57126,44456.45627,46274.97097,48252.76385,50714.58247,53224.35278,55464.0221,58201.59908,62075.76016,66029.97559,68520.68256,69192.02582,70747.84176,71727.50551,77009.29786,80383.82731,84778.58066,84753.51874,90783.76472,93200.31081,95040.40617,95110.1386,86595.06761,89873.54201,86103.33793,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Israel,ISR,18067.14795,17725.25029,17512.21918,18099.30704,18735.45228,18596.52066,19203.31609,19238.49142,19526.27381,19452.60276,19884.10013,20399.21264,21505.48678,21767.59331,21524.43154,22395.11188,22716.56688,23647.78243,23975.46863,25097.99013,26050.72659,26859.87746,27143.456,27620.65631,27814.02606,29413.48946,28808.13001,28195.86764,28092.61763,28883.24759,29623.71728,30734.96198,32103.16286,32554.04132,32178.57274,33344.72133,34540.67498,34738.6587,35489.50866,36129.31461,36213.10415,37093.78791,37963.04912,38729.6426,39407.20161,37935.54327,40804.96898,42516.38881,42011.6214,41845.16606
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Italy,ITA,17934.32286,19116.61076,19522.99693,20083.88021,21219.26696,21901.92687,22060.32871,22135.16285,22385.8416,23102.81154,23742.38549,24420.08029,25196.98812,26241.16191,27109.97056,27625.17923,28030.76538,28245.42711,27987.4329,28583.62553,29408.32096,29795.65978,30353.37782,30892.17587,31405.2609,32609.66746,33243.59934,33267.44745,33110.16985,33348.97448,33407.67547,33873.04937,34159.91092,33550.63408,31587.06384,31928.55436,32039.50325,30953.41474,30330.02216,30325.02878,30639.88298,31077.67927,31635.52277,31819.39718,32180.4341,29469.79892,32267.70911,33891.88665,34146.02323,34398.19761
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Jamaica,JAM,4837.511983,4454.989374,4286.713303,4234.959824,4141.336269,3857.065605,3907.586974,3934.02361,3953.617697,3841.535246,3685.981772,3720.503492,3982.112636,4112.196832,4377.062932,4526.50158,4704.012211,4748.862038,5142.588337,5160.430781,5229.030657,5172.782381,5066.852811,4906.414495,4919.417433,4928.33187,4963.066059,5031.19563,5184.142872,5222.097973,5239.672888,5363.826888,5414.908791,5347.63273,5094.03086,4998.667167,5063.193787,5010.45966,5016.031332,5032.442616,5062.89555,5119.039704,5159.343359,5248.774007,5289.654909,4752.333409,4958.8458,5215.086058,5349.711777,5312.400679
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,16333.67482,16801.92503,17370.61655,18120.72843,18953.33391,19334.37474,20011.82925,20525.29585,21122.96484,21912.15186,22898.99424,23527.71252,24503.08457,26026.86488,27199.93997,28422.21312,29308.27409,29462.65397,29232.43979,29466.75525,30171.16379,31046.17015,31276.19308,30795.08889,30636.26612,31430.63113,31476.05207,31416.12418,31830.21758,32515.1158,33098.54747,33531.51856,33990.03603,33557.6454,31651.08377,32942.20208,33011.13423,33518.44494,34239.88625,34386.90586,34960.63938,35242.19938,35861.97285,36138.52908,36043.7844,34642.97187,35741.16011,36238.32949,36952.51507,37144.91427
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Jordan,JOR,..,2926.451256,3073.820953,3415.765518,3991.690342,4278.632884,4816.74408,4939.755373,4619.982517,4605.21127,4280.416438,4312.611019,4213.354798,4080.287495,3472.225097,3202.33686,3010.137312,3264.844726,3238.475417,3240.445451,3303.287179,3262.106152,3280.697932,3302.299427,3341.656443,3412.076732,3518.766353,3644.624346,3713.151936,3935.157047,4151.61313,4209.86864,4287.352298,4489.955455,4615.230678,4621.574285,4631.677038,4677.47614,4556.520237,4282.118728,4042.756781,3933.147046,3940.701992,3928.770268,3919.064269,3806.879494,3874.327141,3909.802289,3958.23044,4016.834291
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5557.082157,4910.153241,4635.421547,4223.128202,3740.978109,3498.514544,3583.369084,3728.963865,3750.564946,3899.657231,4269.330168,4822.528628,5267.699032,5724.431992,6233.294394,6787.411555,7450.396871,8036.875998,8216.521816,8218.399126,8704.706555,9223.302134,9531.914776,9959.725869,10226.71005,10196.12263,10151.42331,10404.27186,10670.21201,10989.68407,10565.03598,10873.39153,11058.34824,11453.39527,11850.16944
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kenya,KEN,1113.009776,1100.656501,1165.368612,1203.767877,1251.319133,1275.282697,1276.927788,1250.613969,1221.534859,1198.094372,1204.919324,1245.98851,1274.22088,1306.364337,1320.507745,1329.333128,1305.464157,1255.938706,1223.506167,1219.784111,1237.882505,1254.210252,1226.195421,1232.066581,1224.634046,1195.412969,1202.293488,1171.426252,1169.144337,1191.254436,1223.447385,1263.541647,1309.910929,1273.772261,1276.735035,1340.164674,1370.580009,1396.301787,1413.941425,1450.593382,1489.119598,1517.977961,1542.33774,1596.690459,1645.709618,1609.334141,1698.895783,1747.531988,1808.404791,1853.087855
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kiribati,KIR,2816.410389,2073.59129,1990.875161,2025.51478,1781.692213,1734.330111,1811.68131,1763.17927,1565.118541,1754.012383,1492.760468,1422.516621,1406.315802,1675.63825,1516.915188,1387.65305,1283.346531,1564.722876,1539.304539,1547.624234,1566.472668,1539.336635,1529.249325,1569.026916,1482.19227,1555.582048,1477.951776,1467.992732,1415.545779,1378.95837,1368.997288,1419.38723,1433.357478,1361.835998,1340.276056,1328.787764,1348.060237,1405.502934,1493.491487,1492.85082,1639.852747,1731.43702,1769.511789,1803.948539,1835.22002,1777.044925,1893.526791,1948.243303,1968.80992,2041.876241
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Korea, Rep.",KOR,2906.150499,3238.269872,3581.468239,3913.833174,4189.181488,4056.526007,4283.119601,4569.087175,5104.448097,5573.842719,5951.879089,6560.479672,7322.719869,8120.639687,8609.426114,9367.092587,10274.48275,10798.56168,11424.58513,12358.51802,13411.11192,14332.13672,15074.48834,14198.38627,15714.41195,16995.55919,17684.05038,18940.38422,19435.49341,20364.75997,21197.19909,22196.20775,23365.14021,23887.05955,23952.81322,25455.61748,26191.64426,26680.27544,27399.61595,28100.01028,28737.43917,29467.12434,30312.88885,31059.26681,31645.94983,31378.15793,32771.07242,33690.37888,34121.02118,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2543.599264,2680.861215,2822.633596,2995.64952,3021.351426,3163.471895,3279.02499,3520.628507,3739.175623,3890.178073,4009.121408,4219.066939,3990.946131,4429.875975,4666.391378,5102.749146,5869.822433
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kuwait,KWT,39840.76023,39811.73553,35866.60581,36140.32472,38757.80695,29547.75504,22766.10335,19135.91243,19686.20194,19848.77942,18264.44453,19042.37891,19786.36459,17116.06572,20743.68688,20140.78351,14812.92012,22382.84212,29323.85332,31946.49032,33156.84742,32417.96286,32152.43681,32306.66879,30798.09478,31341.97815,30573.42849,30702.21627,35169.63365,37918.54066,40451.25525,41137.97001,41113.86948,39852.51299,35124.08547,32568.49824,33545.34632,33578.33107,32311.18005,31073.15379,29882.21269,29454.44269,27048.37074,26706.01923,26580.2265,25541.41076,26203.26179,26579.83221,24716.19683,23500.25941
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,1022.866604,1036.71013,1153.025066,1160.676081,1203.472083,1089.900055,928.3155206,784.5649192,627.2209899,587.2981807,619.6677686,671.2500082,675.0582481,689.4142782,718.3428324,749.4237796,742.4430011,786.350475,831.4821039,820.7095194,837.1380266,900.0279649,966.4099712,981.2209047,962.7647898,1005.483178,985.8472866,1069.784044,1088.582142,1105.651938,1128.316161,1157.182758,1175.071278,1201.877014,1093.328565,1132.554678,1212.178127,1298.257245,1391.155079
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,579.867783,592.627302,604.3317883,579.0226205,551.3631637,611.8220699,634.525297,643.4102591,660.633862,680.9641537,717.5092451,749.2347417,782.6831565,819.2058513,836.0880985,881.6341296,917.2280386,954.1235054,994.492242,1038.711928,1088.760347,1148.681539,1228.089276,1301.085975,1381.737542,1463.337967,1564.910683,1666.400862,1774.635852,1890.278613,2006.311954,2121.013391,2234.760987,2351.574417,2459.978746,2554.95638,2529.746227,2556.589126,2589.050152,2648.887266,2724.424627
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7622.698259,6694.198943,4607.113797,4464.721135,4639.505652,4661.668401,4822.904149,5317.979976,5719.989183,5929.267672,6336.382967,6833.435432,7443.229447,8149.001836,8957.233936,10106.26262,11507.46483,12810.04095,12506.6945,10675.42517,10500.86662,11018.51524,11971.01075,12353.53861,12731.6772,13321.97531,13787.33674,14382.86127,15120.06982,15328.38599,14900.72957,16070.168,16404.97706,16890.62831,16951.35916
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,3934.029377,2218.626436,2752.724423,4031.194745,4595.580833,4992.698782,5301.415847,5542.22651,6054.529119,6008.758554,6120.456727,5982.417884,5958.978368,6085.760414,6207.241339,6319.765183,6633.75258,6707.180246,6696.374282,7179.345201,7701.29823,8375.488513,8955.543362,8936.200275,8920.805698,8443.538565,7830.415111,7714.11,8019.141691,8305.574054,8388.723512,8064.048734,6440.828431,5973.419339,5909.036516,5834.634157,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Lesotho,LSO,333.0116479,358.1296671,423.8053541,487.3514556,487.1660451,460.2016173,450.1025263,456.7089571,452.5203317,464.0856938,462.8921723,472.432856,465.4731473,494.9218915,513.1063029,533.8249642,560.8849057,590.0082121,601.5579141,628.9600512,641.7587119,670.4695818,689.8062185,696.9359739,698.4410872,725.2636687,752.2432125,760.0334432,798.5405006,817.7935979,853.9605006,893.7506866,927.2686333,971.8813668,952.7479297,995.2334325,1031.997216,1086.390348,1093.953235,1100.049937,1121.198513,1147.587488,1097.821668,1068.444629,1040.99351,944.8341187,955.2212363,967.519286,974.3824828,990.1804475
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Liberia,LBR,2902.917062,2974.922352,2938.380806,2991.43153,2999.253072,2792.036998,2653.14625,2514.921322,2394.574378,2272.71154,2185.928098,2085.952882,2005.36576,1908.453041,1360.080491,754.1340095,735.1806587,450.5386777,290.3889202,227.742776,216.0935546,235.4350582,449.2860586,528.6703418,609.0409033,754.8509174,754.4223558,762.7163939,528.5673955,535.9958821,539.6653788,551.3774466,574.6093943,591.1853781,603.2562111,621.7832951,646.908727,674.3600114,717.0072804,707.1576949,692.5900824,668.0315132,671.2608998,665.8754396,636.6993848,605.0254754,621.9279831,638.0051839,653.3291883,670.0313896
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Libya,LBY,16770.02692,19473.67633,20018.42952,19521.59192,20077.74012,19090.55037,14587.38589,14580.89244,14242.61275,13328.58935,13975.09748,12022.66479,9976.130245,10458.67019,10940.1407,11085.94399,12541.69262,11949.2275,11274.34522,11280.38293,10839.28022,10891.80557,11284.77807,10722.87007,10643.14528,10853.80595,10467.87761,10170.30958,11267.06276,11529.10866,12628.89615,13176.77589,13712.96026,13403.00046,12549.08543,12913.93349,6569.594776,12599.25888,10126.31493,7644.248439,7458.489178,7236.164099,9435.6006,10020.91658,8768.410487,6102.79864,7733.390076,7008.206484,7633.451428,7509.736268
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167187.1573,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8333.350707,7847.017343,6185.535236,5206.442661,4730.69632,4924.096675,5211.100252,5685.449015,6154.172456,6129.99844,6384.308654,6854.525128,7374.097971,8218.693363,8851.925989,9692.868538,10577.21455,11889.35452,12324.51973,10612.9204,10884.11619,11836.72004,12516.61841,13145.80693,13753.1896,14269.80399,14823.10715,15695.99933,16604.90214,17431.72391,17443.65526,18569.70572,18884.51525,18685.55237,19094.11935
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Luxembourg,LUX,38729.55967,39515.03255,40065.69139,41623.60056,42500.25332,42705.33899,42345.04497,42788.94646,44056.25158,46733.92482,47945.84943,52496.66528,54218.27508,58381.75517,63481.58262,66027.07501,70779.97382,71116.94136,73116.19334,74883.14158,74896.09645,74916.50739,77993.05737,82170.23925,87695.33909,92527.71087,94243.70684,96269.57975,97597.99732,100292.5669,101222.0444,105614.1789,112417.877,110094.7915,104574.349,106544.0574,105290.249,104487.7443,105338.9555,105583.9373,105462.0126,108351.4518,107142.1267,106788.7287,107591.9659,105274.2472,110873.1852,107469.7551,104590.0798,103909.1892
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,23023.21889,23952.70517,24734.72873,24326.83882,25398.36894,28006.96021,29320.34537,29931.70262,31369.61748,30973.28952,33271.16292,33802.70254,34103.69436,34151.73394,33533.6245,33263.64477,31367.35206,30262.07224,31763.2938,32432.11464,34959.53288,38571.49105,47651.10701,49454.30911,53221.56561,58352.9909,58122.60758,59490.45124,74158.88183,88121.75266,93164.01552,98998.08804,92322.15026,70070.2918,68570.46846,75807.89275,79378.17298,75835.64532,33952.47987,42121.72009,34121.90311,59602.43719,64078.24082
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Madagascar,MDG,744.3100959,699.9879248,695.1492198,656.3983696,699.4854809,685.1006898,599.7810477,571.2304614,559.6611689,553.1310099,543.5136847,538.4919526,529.509106,532.0334696,537.840431,538.5362751,489.7160981,480.8109324,476.1597333,461.3976657,454.5379466,449.6280871,451.3031994,453.8861748,460.03439,465.5295098,478.4056149,406.7012221,433.6010403,443.278655,450.9552309,461.5403379,473.7854623,490.9639354,457.7897549,447.417143,441.7551584,442.6415001,440.6746589,443.3438699,445.3200695,451.1565943,456.8518596,459.3303678,467.2774135,422.9242554,431.5991031,438.5162634,445.8345519,453.383067
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Malawi,MWI,405.3779741,413.4381482,420.5147237,445.9936395,448.7164175,433.5151832,394.7717008,388.989576,387.8453298,392.9701218,395.4187207,380.2980469,368.4580722,360.1828646,348.2011129,353.7713037,372.9975618,335.7265435,362.9309954,329.5840999,385.2797141,405.3970637,412.4131068,419.3132452,422.09991,418.592985,388.2600398,385.3089802,397.2248468,408.0649161,410.2679796,417.8776898,445.2543054,465.551473,489.6314188,508.0886506,517.8337366,512.740318,525.3576455,539.5626019,539.6053632,538.2219908,544.7957292,553.5287909,569.8662494,559.4470861,569.9689673,560.6357597,556.7440348,552.4953853
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Malaysia,MYS,2416.513449,2632.120321,2768.885344,2883.07107,3077.789334,3216.287787,3332.820006,3420.217171,3518.794921,3670.366012,3515.255056,3444.117138,3508.009486,3737.260069,3953.814713,4184.760729,4456.931331,4726.137892,5062.591104,5390.101676,5771.35212,6190.464291,6480.556495,5857.967029,6070.95622,6455.614198,6334.927957,6516.906716,6732.920495,7025.34558,7234.024427,7469.810692,7769.596934,7976.117854,7700.461113,8118.922705,8400.322487,8710.526714,8964.807249,9341.73056,9648.679794,9901.479602,10293.76292,10610.19502,10902.98349,10171.46578,10388.26671,11174.21008,11429.58941,11868.36474
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Maldives,MDV,1398.102295,1364.840051,1474.392296,1645.110752,1772.855289,2045.055925,2222.325223,2096.026423,2371.534025,2927.921053,3273.186361,3456.594139,3632.500004,3819.632849,4044.452598,4582.26128,4507.19493,4671.996388,4803.909894,5053.646325,5580.263421,5888.072429,6254.758564,6599.871746,6889.012463,7037.085452,6647.650389,7012.255686,7845.293073,8174.416077,7141.883769,8620.728153,8933.171669,9396.497343,8313.40983,8569.524945,9005.813908,8907.661356,9213.327922,9612.078621,9644.90655,9909.076694,10263.29912,10793.89414,11194.92537,7295.602213,9759.221933,10939.99632,11415.93951,11960.98424
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Mali,MLI,418.9905657,467.6102337,488.1801331,471.8089817,510.5730844,478.4158788,475.3915451,430.9360579,429.2689436,418.9532976,493.9519328,497.9402393,488.661926,515.693882,527.3307836,504.1145853,552.2499088,523.808781,529.2756473,537.5851204,530.9065621,556.2469934,570.0063863,597.8312616,614.5869949,596.578639,667.9205304,667.6018098,705.686954,693.861122,721.8979871,745.0875001,748.9261584,772.0919752,781.9722868,809.3738876,815.124267,787.1497241,782.7024503,816.0046555,838.1198694,860.7530755,878.5613484,892.9783228,909.7510697,872.3897211,872.3328037,876.1683019,890.6138725,908.080398
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Malta,MLT,4631.052287,5391.617065,6024.974844,6628.078498,7249.559801,7679.679807,7875.884525,7884.850175,7726.88391,7798.071897,7860.366953,8030.449235,8303.168479,8928.210823,9564.909351,10067.69816,10413.12364,10789.70908,11161.13791,11682.09449,12336.72536,12718.94717,13286.64598,13877.17988,14446.27873,17178.2855,16920.73091,17255.42736,17775.58681,17728.49151,18123.2975,18479.23051,19342.39191,20064.43979,19635.87646,20750.60537,20867.83904,21529.49277,22626.46595,23865.9809,25529.68131,25969.44108,28546.77805,29536.89506,29522.65245,27890.36511,31437.50302,31979.60904,32816.32526,33467.45843
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Marshall Islands,MHL,2806.685631,2726.445986,2704.138465,2766.690305,2737.492669,2454.99779,2511.568667,2524.113693,2797.125478,2788.857048,2510.706629,3005.517207,3162.804399,3288.888495,3139.414399,3148.099778,3085.935305,3247.852893,3391.385132,3544.135647,3791.204989,3365.111225,3117.274001,3067.737394,2997.549898,3040.596774,3224.79119,3322.411279,3256.972443,3234.152652,3284.784033,3285.120788,3403.478428,3146.261772,3262.269555,3441.318884,3433.062978,3420.914448,3602.928119,3620.772753,3764.344262,3946.844411,4190.934686,4542.342939,5162.815007,5172.575282,5405.274736,5516.880006,5470.420069,5813.506341
