Sending Country,Receiving Country,Year,Value,Unit,Source,Region
Haiti,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Haiti,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Haiti,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Italy,Brazil,2018,82.6,USD millions,Roland Kpodar (IMF),Latin America
Italy,Brazil,2019,83.5,USD millions,Roland Kpodar (IMF),Latin America
Italy,Brazil,2020,84.7,USD millions,Roland Kpodar (IMF),Latin America
Japan,Brazil,2018,100.6,USD millions,Roland Kpodar (IMF),Latin America
Japan,Brazil,2019,100.4,USD millions,Roland Kpodar (IMF),Latin America
Japan,Brazil,2020,97.6,USD millions,Roland Kpodar (IMF),Latin America
Netherlands,Brazil,2018,15.9,USD millions,Roland Kpodar (IMF),Latin America
Netherlands,Brazil,2019,16.1,USD millions,Roland Kpodar (IMF),Latin America
Netherlands,Brazil,2020,13.8,USD millions,Roland Kpodar (IMF),Latin America
Peru,Brazil,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Peru,Brazil,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Peru,Brazil,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Portugal,Brazil,2018,198.3,USD millions,Roland Kpodar (IMF),Latin America
Portugal,Brazil,2019,236.9,USD millions,Roland Kpodar (IMF),Latin America
Portugal,Brazil,2020,214.0,USD millions,Roland Kpodar (IMF),Latin America
Spain,Brazil,2018,106.9,USD millions,Roland Kpodar (IMF),Latin America
Spain,Brazil,2019,103.6,USD millions,Roland Kpodar (IMF),Latin America
Spain,Brazil,2020,123.1,USD millions,Roland Kpodar (IMF),Latin America
Switzerland,Brazil,2018,94.5,USD millions,Roland Kpodar (IMF),Latin America
Switzerland,Brazil,2019,180.8,USD millions,Roland Kpodar (IMF),Latin America
Switzerland,Brazil,2020,93.1,USD millions,Roland Kpodar (IMF),Latin America
United Kingdom,Brazil,2018,350.0,USD millions,Roland Kpodar (IMF),Latin America
United Kingdom,Brazil,2019,382.5,USD millions,Roland Kpodar (IMF),Latin America
United Kingdom,Brazil,2020,642.3,USD millions,Roland Kpodar (IMF),Latin America
United States,Brazil,2018,1077.2,USD millions,Roland Kpodar (IMF),Latin America
United States,Brazil,2019,1229.6,USD millions,Roland Kpodar (IMF),Latin America
United States,Brazil,2020,1560.0,USD millions,Roland Kpodar (IMF),Latin America
Angola,Cabo Verde,2018,0.956092835,USD millions,Roland Kpodar (IMF),Africa
Angola,Cabo Verde,2019,1.020664031,USD millions,Roland Kpodar (IMF),Africa
Angola,Cabo Verde,2020,0.48622965100000004,USD millions,Roland Kpodar (IMF),Africa
Benin,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Benin,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Benin,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Brazil,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Brazil,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Brazil,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
China,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
China,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
China,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
France,Cabo Verde,2018,46.7072152,USD millions,Roland Kpodar (IMF),Africa
France,Cabo Verde,2019,49.028397,USD millions,Roland Kpodar (IMF),Africa
France,Cabo Verde,2020,35.1829128,USD millions,Roland Kpodar (IMF),Africa
Germany,Cabo Verde,2018,1.503062202,USD millions,Roland Kpodar (IMF),Africa
Germany,Cabo Verde,2019,1.571663124,USD millions,Roland Kpodar (IMF),Africa
Germany,Cabo Verde,2020,1.471967644,USD millions,Roland Kpodar (IMF),Africa
Guinea,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Guinea,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Guinea,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Guinea-Bissau,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Guinea-Bissau,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Guinea-Bissau,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Italy,Cabo Verde,2018,9.69290124,USD millions,Roland Kpodar (IMF),Africa
Italy,Cabo Verde,2019,8.93684299,USD millions,Roland Kpodar (IMF),Africa
Italy,Cabo Verde,2020,6.18411974,USD millions,Roland Kpodar (IMF),Africa
Luxembourg,Cabo Verde,2018,8.13741094,USD millions,Roland Kpodar (IMF),Africa
Luxembourg,Cabo Verde,2019,7.63617666,USD millions,Roland Kpodar (IMF),Africa
Luxembourg,Cabo Verde,2020,5.82381398,USD millions,Roland Kpodar (IMF),Africa
Netherlands,Cabo Verde,2018,11.45648265,USD millions,Roland Kpodar (IMF),Africa
Netherlands,Cabo Verde,2019,10.33033404,USD millions,Roland Kpodar (IMF),Africa
Netherlands,Cabo Verde,2020,8.012699,USD millions,Roland Kpodar (IMF),Africa
Nigeria,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Nigeria,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Nigeria,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Portugal,Cabo Verde,2018,56.8273037,USD millions,Roland Kpodar (IMF),Africa
Portugal,Cabo Verde,2019,57.6096665,USD millions,Roland Kpodar (IMF),Africa
Portugal,Cabo Verde,2020,35.5701004,USD millions,Roland Kpodar (IMF),Africa
Senegal,Cabo Verde,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Senegal,Cabo Verde,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Senegal,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Spain,Cabo Verde,2018,4.36255919,USD millions,Roland Kpodar (IMF),Africa
Spain,Cabo Verde,2019,4.05901403,USD millions,Roland Kpodar (IMF),Africa
Spain,Cabo Verde,2020,2.79877281,USD millions,Roland Kpodar (IMF),Africa
Switzerland,Cabo Verde,2018,5.76032377,USD millions,Roland Kpodar (IMF),Africa
Switzerland,Cabo Verde,2019,5.11582994,USD millions,Roland Kpodar (IMF),Africa
Switzerland,Cabo Verde,2020,3.99898611,USD millions,Roland Kpodar (IMF),Africa
United Kingdom,Cabo Verde,2018,2.17367128,USD millions,Roland Kpodar (IMF),Africa
United Kingdom,Cabo Verde,2019,2.41836617,USD millions,Roland Kpodar (IMF),Africa
United Kingdom,Cabo Verde,2020,1.93368853,USD millions,Roland Kpodar (IMF),Africa
United States,Cabo Verde,2018,40.4978665,USD millions,Roland Kpodar (IMF),Africa
United States,Cabo Verde,2019,45.618553,USD millions,Roland Kpodar (IMF),Africa
United States,Cabo Verde,2020,45.5962567,USD millions,Roland Kpodar (IMF),Africa
Argentina,Paraguay,2018,110.5563837,USD millions,Roland Kpodar (IMF),Latin America
Argentina,Paraguay,2019,68.8206028,USD millions,Roland Kpodar (IMF),Latin America
Argentina,Paraguay,2020,37.258881,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Paraguay,2018,20.5285842,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Paraguay,2019,39.8557063,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Paraguay,2020,33.2755321,USD millions,Roland Kpodar (IMF),Latin America
Chile,Paraguay,2018,9.70639833,USD millions,Roland Kpodar (IMF),Latin America
Chile,Paraguay,2019,10.99914454,USD millions,Roland Kpodar (IMF),Latin America
Chile,Paraguay,2020,11.00600786,USD millions,Roland Kpodar (IMF),Latin America
France,Paraguay,2018,4.23232724,USD millions,Roland Kpodar (IMF),Latin America
France,Paraguay,2019,5.75979414,USD millions,Roland Kpodar (IMF),Latin America
France,Paraguay,2020,7.77406444,USD millions,Roland Kpodar (IMF),Latin America
Germany,Paraguay,2018,5.3471629,USD millions,Roland Kpodar (IMF),Latin America
Germany,Paraguay,2019,5.86154052,USD millions,Roland Kpodar (IMF),Latin America
Germany,Paraguay,2020,6.48818744,USD millions,Roland Kpodar (IMF),Latin America
Italy,Paraguay,2018,4.6715160000000004,USD millions,Roland Kpodar (IMF),Latin America
Italy,Paraguay,2019,5.27785135,USD millions,Roland Kpodar (IMF),Latin America
Italy,Paraguay,2020,4.87664645,USD millions,Roland Kpodar (IMF),Latin America
Japan,Paraguay,2018,4.37517335,USD millions,Roland Kpodar (IMF),Latin America
Japan,Paraguay,2019,5.06999077,USD millions,Roland Kpodar (IMF),Latin America
Japan,Paraguay,2020,5.21564791,USD millions,Roland Kpodar (IMF),Latin America
Spain,Paraguay,2018,288.872194,USD millions,Roland Kpodar (IMF),Latin America
Spain,Paraguay,2019,291.031251,USD millions,Roland Kpodar (IMF),Latin America
Spain,Paraguay,2020,276.769037,USD millions,Roland Kpodar (IMF),Latin America
United States,Paraguay,2018,79.5620183,USD millions,Roland Kpodar (IMF),Latin America
United States,Paraguay,2019,81.0456113,USD millions,Roland Kpodar (IMF),Latin America
United States,Paraguay,2020,66.9789854,USD millions,Roland Kpodar (IMF),Latin America
Belgium,Suriname,2018,3.88,USD millions,Roland Kpodar (IMF),Latin America
Belgium,Suriname,2019,3.3810000000000002,USD millions,Roland Kpodar (IMF),Latin America
Belgium,Suriname,2020,2.848,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Suriname,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Suriname,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Suriname,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Canada,Suriname,2018,0.802,USD millions,Roland Kpodar (IMF),Latin America
Canada,Suriname,2019,0.854,USD millions,Roland Kpodar (IMF),Latin America
Canada,Suriname,2020,0.895,USD millions,Roland Kpodar (IMF),Latin America
China,Suriname,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
China,Suriname,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
China,Suriname,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Colombia,Suriname,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Colombia,Suriname,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Colombia,Suriname,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Dominican Republic,Suriname,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Dominican Republic,Suriname,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Dominican Republic,Suriname,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
France,Suriname,2018,8.28,USD millions,Roland Kpodar (IMF),Latin America
France,Suriname,2019,6.589,USD millions,Roland Kpodar (IMF),Latin America
France,Suriname,2020,5.413,USD millions,Roland Kpodar (IMF),Latin America
Guyana,Suriname,2018,0.788,USD millions,Roland Kpodar (IMF),Latin America
Guyana,Suriname,2019,0.784,USD millions,Roland Kpodar (IMF),Latin America
Guyana,Suriname,2020,0.721,USD millions,Roland Kpodar (IMF),Latin America
Netherlands,Suriname,2018,68.539,USD millions,Roland Kpodar (IMF),Latin America
Netherlands,Suriname,2019,63.473,USD millions,Roland Kpodar (IMF),Latin America
Netherlands,Suriname,2020,55.553,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Suriname,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Suriname,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Philippines,Suriname,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Trinidad and Tobago,Suriname,2018,0.364,USD millions,Roland Kpodar (IMF),Latin America
Trinidad and Tobago,Suriname,2019,0.295,USD millions,Roland Kpodar (IMF),Latin America
Trinidad and Tobago,Suriname,2020,0.196,USD millions,Roland Kpodar (IMF),Latin America
United Kingdom,Suriname,2018,0.5800000000000001,USD millions,Roland Kpodar (IMF),Latin America
United Kingdom,Suriname,2019,0.604,USD millions,Roland Kpodar (IMF),Latin America
United Kingdom,Suriname,2020,0.35,USD millions,Roland Kpodar (IMF),Latin America
United States,Suriname,2018,9.552,USD millions,Roland Kpodar (IMF),Latin America
United States,Suriname,2019,10.475,USD millions,Roland Kpodar (IMF),Latin America
United States,Suriname,2020,10.805,USD millions,Roland Kpodar (IMF),Latin America
Vietnam,Suriname,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Vietnam,Suriname,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Vietnam,Suriname,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Angola,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Brazil,Angola,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Brazil,Angola,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Brazil,Bolivia,2018,103.0,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Bolivia,2019,87.0,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Bolivia,2020,48.0,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Peru,2018,48.6,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Peru,2019,45.5,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Peru,2020,28.9,USD millions,Roland Kpodar (IMF),Latin America
Cabo Verde,Angola,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Angola,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Angola,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Benin,2018,0.0764533315,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Benin,2019,0.0778447169,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Benin,2020,0.0897293804,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Brazil,2018,1.112492387,USD millions,Roland Kpodar (IMF),Latin America
Cabo Verde,Brazil,2019,0.8391874500000001,USD millions,Roland Kpodar (IMF),Latin America
Cabo Verde,Brazil,2020,0.603371166,USD millions,Roland Kpodar (IMF),Latin America
Cabo Verde,Guinea,2018,0.379638095,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Guinea,2019,1.177386722,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Guinea,2020,1.2657961515,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Guinea-Bissau,2018,2.02044145,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Guinea-Bissau,2019,2.21797057,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Guinea-Bissau,2020,1.54903601,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Nigeria,2018,1.501306916,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Nigeria,2019,1.76824526,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Nigeria,2020,1.125327283,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Senegal,2018,2.95844414,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Senegal,2019,3.34207185,USD millions,Roland Kpodar (IMF),Africa
Cabo Verde,Senegal,2020,2.82811455,USD millions,Roland Kpodar (IMF),Africa
Georgia,Algeria,2018,0.002187,USD millions,Roland Kpodar (IMF),Africa
Georgia,Algeria,2019,0.002578,USD millions,Roland Kpodar (IMF),Africa
Georgia,Algeria,2020,0.00036700000000000003,USD millions,Roland Kpodar (IMF),Africa
Georgia,Angola,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Angola,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Angola,2020,8.5e-05,USD millions,Roland Kpodar (IMF),Africa
Georgia,Argentina,2018,0.013013,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Argentina,2019,0.015847,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Argentina,2020,0.08248,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Aruba,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Aruba,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Aruba,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Benin,2018,0.05163,USD millions,Roland Kpodar (IMF),Africa
Georgia,Benin,2019,0.075611,USD millions,Roland Kpodar (IMF),Africa
Georgia,Benin,2020,0.044685,USD millions,Roland Kpodar (IMF),Africa
Georgia,Bolivia,2018,0.026935,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Bolivia,2019,0.038131,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Bolivia,2020,0.010155,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Botswana,2018,0.0006050000000000001,USD millions,Roland Kpodar (IMF),Africa
Georgia,Botswana,2019,0.0010249999999999999,USD millions,Roland Kpodar (IMF),Africa
Georgia,Botswana,2020,0.000258,USD millions,Roland Kpodar (IMF),Africa
Georgia,Brazil,2018,0.113146,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Brazil,2019,0.09939200000000001,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Brazil,2020,0.064791,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Burkina Faso,2018,0.005007999999999999,USD millions,Roland Kpodar (IMF),Africa
Georgia,Burkina Faso,2019,0.0010119999999999999,USD millions,Roland Kpodar (IMF),Africa
Georgia,Burkina Faso,2020,0.015343,USD millions,Roland Kpodar (IMF),Africa
Georgia,Burundi,2018,0.001061,USD millions,Roland Kpodar (IMF),Africa
Georgia,Burundi,2019,0.00362,USD millions,Roland Kpodar (IMF),Africa
Georgia,Burundi,2020,0.0010840000000000001,USD millions,Roland Kpodar (IMF),Africa
Georgia,Cabo Verde,2018,0.0002,USD millions,Roland Kpodar (IMF),Africa
Georgia,Cabo Verde,2019,0.00012,USD millions,Roland Kpodar (IMF),Africa
Georgia,Cabo Verde,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Cameroon,2018,0.133971,USD millions,Roland Kpodar (IMF),Africa
Georgia,Cameroon,2019,0.091595,USD millions,Roland Kpodar (IMF),Africa
Georgia,Cameroon,2020,0.09160599999999999,USD millions,Roland Kpodar (IMF),Africa
Georgia,Central African Republic,2018,0.000391,USD millions,Roland Kpodar (IMF),Africa
Georgia,Central African Republic,2019,0.000967,USD millions,Roland Kpodar (IMF),Africa
Georgia,Central African Republic,2020,0.0021650000000000003,USD millions,Roland Kpodar (IMF),Africa
Georgia,Chad,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Chad,2019,0.005267,USD millions,Roland Kpodar (IMF),Africa
Georgia,Chad,2020,0.019503,USD millions,Roland Kpodar (IMF),Africa
Georgia,Chile,2018,0.0054399999999999995,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Chile,2019,0.0038849999999999996,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Chile,2020,0.002778,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Colombia,2018,0.056236,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Colombia,2019,0.08912700000000001,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Colombia,2020,0.037354,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Comoros,2018,0.000774,USD millions,Roland Kpodar (IMF),Africa
Georgia,Comoros,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Comoros,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Congo. Dem. Rep.,2018,0.019173,USD millions,Roland Kpodar (IMF),Africa
Georgia,Congo. Dem. Rep.,2019,0.018822,USD millions,Roland Kpodar (IMF),Africa
Georgia,Congo. Dem. Rep.,2020,0.022826,USD millions,Roland Kpodar (IMF),Africa
Georgia,Congo. Rep.,2018,0.007926,USD millions,Roland Kpodar (IMF),Africa
Georgia,Congo. Rep.,2019,0.00265,USD millions,Roland Kpodar (IMF),Africa
Georgia,Congo. Rep.,2020,0.017711,USD millions,Roland Kpodar (IMF),Africa
Georgia,Cote d'Ivoire,2018,0.107392,USD millions,Roland Kpodar (IMF),Africa
Georgia,Cote d'Ivoire,2019,0.058513,USD millions,Roland Kpodar (IMF),Africa
Georgia,Cote d'Ivoire,2020,0.041863,USD millions,Roland Kpodar (IMF),Africa
Georgia,Curacao,2018,0.002046,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Curacao,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Curacao,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Djibouti,2018,9.5e-05,USD millions,Roland Kpodar (IMF),Africa
Georgia,Djibouti,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Djibouti,2020,0.001,USD millions,Roland Kpodar (IMF),Africa
Georgia,Ecuador,2018,0.047004000000000004,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Ecuador,2019,0.03434,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Ecuador,2020,0.018860000000000002,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Egypt. Arab Rep.,2018,0.443985,USD millions,Roland Kpodar (IMF),Africa
Georgia,Egypt. Arab Rep.,2019,0.460932,USD millions,Roland Kpodar (IMF),Africa
Georgia,Egypt. Arab Rep.,2020,0.326346,USD millions,Roland Kpodar (IMF),Africa
Georgia,Equatorial Guinea,2018,0.0022,USD millions,Roland Kpodar (IMF),Africa
Georgia,Equatorial Guinea,2019,0.000112,USD millions,Roland Kpodar (IMF),Africa
Georgia,Equatorial Guinea,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Eritrea,2018,0.0003,USD millions,Roland Kpodar (IMF),Africa
Georgia,Eritrea,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Eritrea,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Eswatini,2018,0.009022,USD millions,Roland Kpodar (IMF),Africa
Georgia,Eswatini,2019,0.00352,USD millions,Roland Kpodar (IMF),Africa
Georgia,Eswatini,2020,0.001471,USD millions,Roland Kpodar (IMF),Africa
Georgia,Ethiopia,2018,0.005860000000000001,USD millions,Roland Kpodar (IMF),Africa
Georgia,Ethiopia,2019,0.007709,USD millions,Roland Kpodar (IMF),Africa
Georgia,Ethiopia,2020,0.008515,USD millions,Roland Kpodar (IMF),Africa
Georgia,Gabon,2018,0.003009,USD millions,Roland Kpodar (IMF),Africa
Georgia,Gabon,2019,0.000428,USD millions,Roland Kpodar (IMF),Africa
Georgia,Gabon,2020,0.000887,USD millions,Roland Kpodar (IMF),Africa
Georgia,Gambia. The,2018,0.013179,USD millions,Roland Kpodar (IMF),Africa
Georgia,Gambia. The,2019,0.010362,USD millions,Roland Kpodar (IMF),Africa
Georgia,Gambia. The,2020,0.018429,USD millions,Roland Kpodar (IMF),Africa
Georgia,Ghana,2018,0.262612,USD millions,Roland Kpodar (IMF),Africa
Georgia,Ghana,2019,0.112766,USD millions,Roland Kpodar (IMF),Africa
Georgia,Ghana,2020,0.055718,USD millions,Roland Kpodar (IMF),Africa
Georgia,Guinea,2018,0.008712000000000001,USD millions,Roland Kpodar (IMF),Africa
Georgia,Guinea,2019,0.014661,USD millions,Roland Kpodar (IMF),Africa
Georgia,Guinea,2020,0.002224,USD millions,Roland Kpodar (IMF),Africa
Georgia,Guinea-Bissau,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Guinea-Bissau,2019,0.0002,USD millions,Roland Kpodar (IMF),Africa
Georgia,Guinea-Bissau,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Guyana,2018,0.0030960000000000002,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Guyana,2019,0.0013,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Guyana,2020,0.007214,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Kenya,2018,0.065257,USD millions,Roland Kpodar (IMF),Africa
Georgia,Kenya,2019,0.036446,USD millions,Roland Kpodar (IMF),Africa
Georgia,Kenya,2020,0.020257999999999998,USD millions,Roland Kpodar (IMF),Africa
Georgia,Lesotho,2018,0.004,USD millions,Roland Kpodar (IMF),Africa
Georgia,Lesotho,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Lesotho,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Liberia,2018,0.007664,USD millions,Roland Kpodar (IMF),Africa
Georgia,Liberia,2019,0.031334,USD millions,Roland Kpodar (IMF),Africa
Georgia,Liberia,2020,0.023591,USD millions,Roland Kpodar (IMF),Africa
Georgia,Libya,2018,0.0002,USD millions,Roland Kpodar (IMF),Africa
Georgia,Libya,2019,0.001862,USD millions,Roland Kpodar (IMF),Africa
Georgia,Libya,2020,0.011422999999999999,USD millions,Roland Kpodar (IMF),Africa
Georgia,Madagascar,2018,0.015287,USD millions,Roland Kpodar (IMF),Africa
Georgia,Madagascar,2019,0.028720000000000002,USD millions,Roland Kpodar (IMF),Africa
Georgia,Madagascar,2020,0.011306,USD millions,Roland Kpodar (IMF),Africa
Georgia,Malawi,2018,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Malawi,2019,2e-05,USD millions,Roland Kpodar (IMF),Africa
Georgia,Malawi,2020,0.011565,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mali,2018,0.015552,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mali,2019,0.031342,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mali,2020,0.043559,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mauritania,2018,0.0013379999999999998,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mauritania,2019,0.003197,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mauritania,2020,0.0008820000000000001,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mauritius,2018,0.005815,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mauritius,2019,0.001733,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mauritius,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Morocco,2018,0.05638,USD millions,Roland Kpodar (IMF),Africa
Georgia,Morocco,2019,0.046117000000000005,USD millions,Roland Kpodar (IMF),Africa
Georgia,Morocco,2020,0.040957,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mozambique,2018,5e-05,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mozambique,2019,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Mozambique,2020,0.0,USD millions,Roland Kpodar (IMF),Africa
Georgia,Namibia,2018,0.000159,USD millions,Roland Kpodar (IMF),Africa
Georgia,Namibia,2019,0.006387,USD millions,Roland Kpodar (IMF),Africa
Georgia,Namibia,2020,0.000213,USD millions,Roland Kpodar (IMF),Africa
Georgia,Niger,2018,0.008522,USD millions,Roland Kpodar (IMF),Africa
Georgia,Niger,2019,0.005507,USD millions,Roland Kpodar (IMF),Africa
Georgia,Niger,2020,0.003953,USD millions,Roland Kpodar (IMF),Africa
Georgia,Nigeria,2018,0.323387,USD millions,Roland Kpodar (IMF),Africa
Georgia,Nigeria,2019,0.202072,USD millions,Roland Kpodar (IMF),Africa
Georgia,Nigeria,2020,0.161025,USD millions,Roland Kpodar (IMF),Africa
Georgia,Paraguay,2018,0.001382,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Paraguay,2019,0.0031910000000000003,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Paraguay,2020,0.0041270000000000005,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Peru,2018,0.041264,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Peru,2019,0.037404,USD millions,Roland Kpodar (IMF),Latin America
Georgia,Peru,2020,0.033234,USD millions,Roland Kpodar (IMF),Latin America
