Sending Country,Receiving Country,Year,Value,Unit,Source,Region
Jordan,Philippines,2020,56.1689013,USD millions,Roland Kpodar (IMF),Asia
Kazakhstan,Philippines,2018,9.56560848,USD millions,Roland Kpodar (IMF),Asia
Kazakhstan,Philippines,2019,8.1224152,USD millions,Roland Kpodar (IMF),Asia
Kazakhstan,Philippines,2020,4.28757361,USD millions,Roland Kpodar (IMF),Asia
Kenya,Philippines,2018,1.76733896,USD millions,Roland Kpodar (IMF),Asia
Kenya,Philippines,2019,1.43756041,USD millions,Roland Kpodar (IMF),Asia
Kenya,Philippines,2020,1.45184735,USD millions,Roland Kpodar (IMF),Asia
Kiribati,Philippines,2018,0.07257651999999999,USD millions,Roland Kpodar (IMF),Asia
Kiribati,Philippines,2019,0.5912252100000001,USD millions,Roland Kpodar (IMF),Asia
Kiribati,Philippines,2020,0.16826053000000002,USD millions,Roland Kpodar (IMF),Asia
Korea. Dem. People’s Rep.,Philippines,2018,0.00568527,USD millions,Roland Kpodar (IMF),Asia
Korea. Dem. People’s Rep.,Philippines,2019,0.00794109,USD millions,Roland Kpodar (IMF),Asia
Korea. Dem. People’s Rep.,Philippines,2020,0.00386,USD millions,Roland Kpodar (IMF),Asia
Korea. Rep.,Philippines,2018,339.858504,USD millions,Roland Kpodar (IMF),Asia
Korea. Rep.,Philippines,2019,683.211085,USD millions,Roland Kpodar (IMF),Asia
Korea. Rep.,Philippines,2020,631.84723,USD millions,Roland Kpodar (IMF),Asia
Kuwait,Philippines,2018,689.614056,USD millions,Roland Kpodar (IMF),Asia
Kuwait,Philippines,2019,759.080505,USD millions,Roland Kpodar (IMF),Asia
Kuwait,Philippines,2020,523.708698,USD millions,Roland Kpodar (IMF),Asia
Kyrgyz Republic,Philippines,2018,0.21864624,USD millions,Roland Kpodar (IMF),Asia
Kyrgyz Republic,Philippines,2019,0.09163869,USD millions,Roland Kpodar (IMF),Asia
Kyrgyz Republic,Philippines,2020,0.05057237,USD millions,Roland Kpodar (IMF),Asia
Lao PDR,Philippines,2018,1.88260387,USD millions,Roland Kpodar (IMF),Asia
Lao PDR,Philippines,2019,1.84283189,USD millions,Roland Kpodar (IMF),Asia
Lao PDR,Philippines,2020,1.37385236,USD millions,Roland Kpodar (IMF),Asia
Latvia,Philippines,2018,0.21477782,USD millions,Roland Kpodar (IMF),Asia
Latvia,Philippines,2019,0.16774802,USD millions,Roland Kpodar (IMF),Asia
Latvia,Philippines,2020,0.0684952,USD millions,Roland Kpodar (IMF),Asia
Lebanon,Philippines,2018,55.7553052,USD millions,Roland Kpodar (IMF),Asia
Lebanon,Philippines,2019,55.5110697,USD millions,Roland Kpodar (IMF),Asia
Lebanon,Philippines,2020,51.9289822,USD millions,Roland Kpodar (IMF),Asia
Lesotho,Philippines,2018,0.10509571,USD millions,Roland Kpodar (IMF),Asia
Lesotho,Philippines,2019,0.10696694,USD millions,Roland Kpodar (IMF),Asia
Lesotho,Philippines,2020,0.28255664,USD millions,Roland Kpodar (IMF),Asia
Liberia,Philippines,2018,75.4113785,USD millions,Roland Kpodar (IMF),Asia
Liberia,Philippines,2019,89.0660035,USD millions,Roland Kpodar (IMF),Asia
Liberia,Philippines,2020,126.502146,USD millions,Roland Kpodar (IMF),Asia
Libya,Philippines,2018,12.19388294,USD millions,Roland Kpodar (IMF),Asia
Libya,Philippines,2019,13.95619185,USD millions,Roland Kpodar (IMF),Asia
Libya,Philippines,2020,10.2366537,USD millions,Roland Kpodar (IMF),Asia
Liechtenstein,Philippines,2018,0.29804523000000005,USD millions,Roland Kpodar (IMF),Asia
Liechtenstein,Philippines,2019,0.298493318,USD millions,Roland Kpodar (IMF),Asia
Liechtenstein,Philippines,2020,1.247747225,USD millions,Roland Kpodar (IMF),Asia
Lithuania,Philippines,2018,0.1289422,USD millions,Roland Kpodar (IMF),Asia
Lithuania,Philippines,2019,0.25903953,USD millions,Roland Kpodar (IMF),Asia
Lithuania,Philippines,2020,0.14095897,USD millions,Roland Kpodar (IMF),Asia
Luxembourg,Philippines,2018,11.11666544,USD millions,Roland Kpodar (IMF),Asia
Luxembourg,Philippines,2019,11.69938243,USD millions,Roland Kpodar (IMF),Asia
Luxembourg,Philippines,2020,9.90450527,USD millions,Roland Kpodar (IMF),Asia
Macao SAR. China,Philippines,2018,120.2622673,USD millions,Roland Kpodar (IMF),Asia
Macao SAR. China,Philippines,2019,110.8024143,USD millions,Roland Kpodar (IMF),Asia
Macao SAR. China,Philippines,2020,88.5064636,USD millions,Roland Kpodar (IMF),Asia
Madagascar,Philippines,2018,1.14535931,USD millions,Roland Kpodar (IMF),Asia
Madagascar,Philippines,2019,0.974245763,USD millions,Roland Kpodar (IMF),Asia
Madagascar,Philippines,2020,1.03436871,USD millions,Roland Kpodar (IMF),Asia
Malawi,Philippines,2018,0.93318933,USD millions,Roland Kpodar (IMF),Asia
Malawi,Philippines,2019,0.165508047,USD millions,Roland Kpodar (IMF),Asia
Malawi,Philippines,2020,0.03130642,USD millions,Roland Kpodar (IMF),Asia
Malaysia,Philippines,2018,453.071044,USD millions,Roland Kpodar (IMF),Asia
Malaysia,Philippines,2019,466.775244,USD millions,Roland Kpodar (IMF),Asia
Malaysia,Philippines,2020,417.15389300000004,USD millions,Roland Kpodar (IMF),Asia
Maldives,Philippines,2018,1.55561251,USD millions,Roland Kpodar (IMF),Asia
Maldives,Philippines,2019,1.59332686,USD millions,Roland Kpodar (IMF),Asia
Maldives,Philippines,2020,1.7859448,USD millions,Roland Kpodar (IMF),Asia
Mali,Philippines,2018,0.27043627,USD millions,Roland Kpodar (IMF),Asia
Mali,Philippines,2019,0.32609409,USD millions,Roland Kpodar (IMF),Asia
Mali,Philippines,2020,0.59978744,USD millions,Roland Kpodar (IMF),Asia
Malta,Philippines,2018,27.89765083,USD millions,Roland Kpodar (IMF),Asia
Malta,Philippines,2019,39.713046500000004,USD millions,Roland Kpodar (IMF),Asia
Malta,Philippines,2020,48.9799626,USD millions,Roland Kpodar (IMF),Asia
Marshall Islands,Philippines,2018,55.6680033,USD millions,Roland Kpodar (IMF),Asia
Marshall Islands,Philippines,2019,81.7201529,USD millions,Roland Kpodar (IMF),Asia
Marshall Islands,Philippines,2020,192.8365934,USD millions,Roland Kpodar (IMF),Asia
Mauritania,Philippines,2018,0.87683808,USD millions,Roland Kpodar (IMF),Asia
Mauritania,Philippines,2019,0.81230955,USD millions,Roland Kpodar (IMF),Asia
Mauritania,Philippines,2020,0.56998453,USD millions,Roland Kpodar (IMF),Asia
Mauritius,Philippines,2018,2.87226204,USD millions,Roland Kpodar (IMF),Asia
Mauritius,Philippines,2019,2.64238625,USD millions,Roland Kpodar (IMF),Asia
Mauritius,Philippines,2020,3.83429385,USD millions,Roland Kpodar (IMF),Asia
Mexico,Philippines,2018,0.6995266,USD millions,Roland Kpodar (IMF),Asia
Mexico,Philippines,2019,0.482883528,USD millions,Roland Kpodar (IMF),Asia
Mexico,Philippines,2020,0.7234009100000001,USD millions,Roland Kpodar (IMF),Asia
Moldova,Philippines,2018,0.032778840000000004,USD millions,Roland Kpodar (IMF),Asia
Moldova,Philippines,2019,0.02244262,USD millions,Roland Kpodar (IMF),Asia
Moldova,Philippines,2020,0.0047276,USD millions,Roland Kpodar (IMF),Asia
Monaco,Philippines,2018,6.7683885,USD millions,Roland Kpodar (IMF),Asia
Monaco,Philippines,2019,5.53415084,USD millions,Roland Kpodar (IMF),Asia
Monaco,Philippines,2020,24.84502534,USD millions,Roland Kpodar (IMF),Asia
Mongolia,Philippines,2018,1.20202902,USD millions,Roland Kpodar (IMF),Asia
Mongolia,Philippines,2019,0.60281684,USD millions,Roland Kpodar (IMF),Asia
Mongolia,Philippines,2020,0.26119416,USD millions,Roland Kpodar (IMF),Asia
Montenegro,Philippines,2018,0.006473,USD millions,Roland Kpodar (IMF),Asia
Montenegro,Philippines,2019,0.00725424,USD millions,Roland Kpodar (IMF),Asia
Montenegro,Philippines,2020,0.0069005,USD millions,Roland Kpodar (IMF),Asia
Morocco,Philippines,2018,0.43193441,USD millions,Roland Kpodar (IMF),Asia
Morocco,Philippines,2019,0.53797366,USD millions,Roland Kpodar (IMF),Asia
Morocco,Philippines,2020,0.58835545,USD millions,Roland Kpodar (IMF),Asia
Mozambique,Philippines,2018,0.93645438,USD millions,Roland Kpodar (IMF),Asia
Mozambique,Philippines,2019,0.54398293,USD millions,Roland Kpodar (IMF),Asia
Mozambique,Philippines,2020,0.44062334999999997,USD millions,Roland Kpodar (IMF),Asia
Myanmar,Philippines,2018,1.05279321,USD millions,Roland Kpodar (IMF),Asia
Myanmar,Philippines,2019,1.41671433,USD millions,Roland Kpodar (IMF),Asia
Myanmar,Philippines,2020,1.70601788,USD millions,Roland Kpodar (IMF),Asia
Namibia,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Namibia,Philippines,2019,0.0063409799999999995,USD millions,Roland Kpodar (IMF),Asia
Namibia,Philippines,2020,0.02654556,USD millions,Roland Kpodar (IMF),Asia
Nauru,Philippines,2018,0.03370856,USD millions,Roland Kpodar (IMF),Asia
Nauru,Philippines,2019,0.47041588999999995,USD millions,Roland Kpodar (IMF),Asia
Nauru,Philippines,2020,0.03384299,USD millions,Roland Kpodar (IMF),Asia
Nepal,Philippines,2018,0.9399392,USD millions,Roland Kpodar (IMF),Asia
Nepal,Philippines,2019,0.324382352,USD millions,Roland Kpodar (IMF),Asia
Nepal,Philippines,2020,0.2125098663,USD millions,Roland Kpodar (IMF),Asia
Netherlands,Philippines,2018,309.441738,USD millions,Roland Kpodar (IMF),Asia
Netherlands,Philippines,2019,322.206955,USD millions,Roland Kpodar (IMF),Asia
Netherlands,Philippines,2020,166.1300815,USD millions,Roland Kpodar (IMF),Asia
New Caledonia,Philippines,2018,4.20532914,USD millions,Roland Kpodar (IMF),Asia
New Caledonia,Philippines,2019,0.93482263,USD millions,Roland Kpodar (IMF),Asia
New Caledonia,Philippines,2020,0.415036011,USD millions,Roland Kpodar (IMF),Asia
New Zealand,Philippines,2018,239.563669,USD millions,Roland Kpodar (IMF),Asia
New Zealand,Philippines,2019,180.2652893,USD millions,Roland Kpodar (IMF),Asia
New Zealand,Philippines,2020,94.3499848,USD millions,Roland Kpodar (IMF),Asia
Nicaragua,Philippines,2018,0.1366257,USD millions,Roland Kpodar (IMF),Asia
Nicaragua,Philippines,2019,0.06787962,USD millions,Roland Kpodar (IMF),Asia
Nicaragua,Philippines,2020,0.0464109,USD millions,Roland Kpodar (IMF),Asia
Niger,Philippines,2018,0.09513951,USD millions,Roland Kpodar (IMF),Asia
Niger,Philippines,2019,2.69067043,USD millions,Roland Kpodar (IMF),Asia
Niger,Philippines,2020,0.13197206,USD millions,Roland Kpodar (IMF),Asia
Nigeria,Philippines,2018,10.89017349,USD millions,Roland Kpodar (IMF),Asia
Nigeria,Philippines,2019,10.43451024,USD millions,Roland Kpodar (IMF),Asia
Nigeria,Philippines,2020,9.191125679999999,USD millions,Roland Kpodar (IMF),Asia
North Macedonia,Philippines,2018,0.01222564,USD millions,Roland Kpodar (IMF),Asia
North Macedonia,Philippines,2019,0.03202054,USD millions,Roland Kpodar (IMF),Asia
North Macedonia,Philippines,2020,0.02239116,USD millions,Roland Kpodar (IMF),Asia
Norway,Philippines,2018,172.55031200000002,USD millions,Roland Kpodar (IMF),Asia
Norway,Philippines,2019,177.846123,USD millions,Roland Kpodar (IMF),Asia
Norway,Philippines,2020,145.821657,USD millions,Roland Kpodar (IMF),Asia
Oman,Philippines,2018,228.7362955,USD millions,Roland Kpodar (IMF),Asia
Oman,Philippines,2019,229.476065,USD millions,Roland Kpodar (IMF),Asia
Oman,Philippines,2020,345.547446,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Philippines,2018,0.279538408,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Philippines,2019,0.167964878,USD millions,Roland Kpodar (IMF),Asia
Pakistan,Philippines,2020,0.21505538200000002,USD millions,Roland Kpodar (IMF),Asia
Palau,Philippines,2018,0.023594,USD millions,Roland Kpodar (IMF),Asia
Palau,Philippines,2019,0.2044598694,USD millions,Roland Kpodar (IMF),Asia
Palau,Philippines,2020,0.20504162,USD millions,Roland Kpodar (IMF),Asia
Panama,Philippines,2018,172.51796000000002,USD millions,Roland Kpodar (IMF),Asia
Panama,Philippines,2019,177.098491,USD millions,Roland Kpodar (IMF),Asia
Panama,Philippines,2020,223.501951,USD millions,Roland Kpodar (IMF),Asia
Papua New Guinea,Philippines,2018,51.3942152,USD millions,Roland Kpodar (IMF),Asia
Papua New Guinea,Philippines,2019,63.5922855,USD millions,Roland Kpodar (IMF),Asia
Papua New Guinea,Philippines,2020,56.038697,USD millions,Roland Kpodar (IMF),Asia
Paraguay,Philippines,2018,0.0488188,USD millions,Roland Kpodar (IMF),Asia
Paraguay,Philippines,2019,0.0189821,USD millions,Roland Kpodar (IMF),Asia
Paraguay,Philippines,2020,0.015163659999999999,USD millions,Roland Kpodar (IMF),Asia
Peru,Philippines,2018,0.1466286,USD millions,Roland Kpodar (IMF),Asia
Peru,Philippines,2019,0.05312012,USD millions,Roland Kpodar (IMF),Asia
Peru,Philippines,2020,0.33294985,USD millions,Roland Kpodar (IMF),Asia
Poland,Philippines,2018,1.07939903,USD millions,Roland Kpodar (IMF),Asia
Poland,Philippines,2019,4.785051505,USD millions,Roland Kpodar (IMF),Asia
Poland,Philippines,2020,4.23392909,USD millions,Roland Kpodar (IMF),Asia
Portugal,Philippines,2018,4.21768435,USD millions,Roland Kpodar (IMF),Asia
Portugal,Philippines,2019,4.67747021,USD millions,Roland Kpodar (IMF),Asia
Portugal,Philippines,2020,4.20789778,USD millions,Roland Kpodar (IMF),Asia
Puerto Rico,Philippines,2018,0.20960614,USD millions,Roland Kpodar (IMF),Asia
Puerto Rico,Philippines,2019,0.251935002,USD millions,Roland Kpodar (IMF),Asia
Puerto Rico,Philippines,2020,0.30181557,USD millions,Roland Kpodar (IMF),Asia
Qatar,Philippines,2018,1008.0791399999999,USD millions,Roland Kpodar (IMF),Asia
Qatar,Philippines,2019,758.136047,USD millions,Roland Kpodar (IMF),Asia
Qatar,Philippines,2020,743.440049,USD millions,Roland Kpodar (IMF),Asia
Romania,Philippines,2018,0.47767028,USD millions,Roland Kpodar (IMF),Asia
Romania,Philippines,2019,0.993585054,USD millions,Roland Kpodar (IMF),Asia
Romania,Philippines,2020,1.2791438179999999,USD millions,Roland Kpodar (IMF),Asia
Russian Federation,Philippines,2018,26.38274584,USD millions,Roland Kpodar (IMF),Asia
Russian Federation,Philippines,2019,3.1036538499999997,USD millions,Roland Kpodar (IMF),Asia
Russian Federation,Philippines,2020,2.19049678,USD millions,Roland Kpodar (IMF),Asia
Rwanda,Philippines,2018,0.40497236000000003,USD millions,Roland Kpodar (IMF),Asia
Rwanda,Philippines,2019,0.4504338,USD millions,Roland Kpodar (IMF),Asia
Rwanda,Philippines,2020,0.44675524,USD millions,Roland Kpodar (IMF),Asia
Samoa,Philippines,2018,0.5642123299999999,USD millions,Roland Kpodar (IMF),Asia
Samoa,Philippines,2019,0.46278737999999997,USD millions,Roland Kpodar (IMF),Asia
Samoa,Philippines,2020,0.252300117,USD millions,Roland Kpodar (IMF),Asia
Saudi Arabia,Philippines,2018,2230.05486,USD millions,Roland Kpodar (IMF),Asia
Saudi Arabia,Philippines,2019,2098.28741,USD millions,Roland Kpodar (IMF),Asia
Saudi Arabia,Philippines,2020,1589.468982,USD millions,Roland Kpodar (IMF),Asia
Senegal,Philippines,2018,0.16714948,USD millions,Roland Kpodar (IMF),Asia
Senegal,Philippines,2019,0.16935226,USD millions,Roland Kpodar (IMF),Asia
Senegal,Philippines,2020,0.1767464,USD millions,Roland Kpodar (IMF),Asia
Serbia,Philippines,2018,0.01267268,USD millions,Roland Kpodar (IMF),Asia
Serbia,Philippines,2019,0.0116322,USD millions,Roland Kpodar (IMF),Asia
Serbia,Philippines,2020,0.0912106,USD millions,Roland Kpodar (IMF),Asia
Seychelles,Philippines,2018,2.58985111,USD millions,Roland Kpodar (IMF),Asia
Seychelles,Philippines,2019,2.546167295,USD millions,Roland Kpodar (IMF),Asia
Seychelles,Philippines,2020,2.79843975,USD millions,Roland Kpodar (IMF),Asia
Sierra Leone,Philippines,2018,1.3027436,USD millions,Roland Kpodar (IMF),Asia
Sierra Leone,Philippines,2019,1.33973705,USD millions,Roland Kpodar (IMF),Asia
Sierra Leone,Philippines,2020,1.17347098,USD millions,Roland Kpodar (IMF),Asia
Singapore,Philippines,2018,1848.86281,USD millions,Roland Kpodar (IMF),Asia
Singapore,Philippines,2019,1906.4945,USD millions,Roland Kpodar (IMF),Asia
Singapore,Philippines,2020,1921.19767,USD millions,Roland Kpodar (IMF),Asia
Slovak Republic,Philippines,2018,0.17572049,USD millions,Roland Kpodar (IMF),Asia
Slovak Republic,Philippines,2019,0.25727572,USD millions,Roland Kpodar (IMF),Asia
Slovak Republic,Philippines,2020,0.33224602999999997,USD millions,Roland Kpodar (IMF),Asia
Slovenia,Philippines,2018,0.20346261,USD millions,Roland Kpodar (IMF),Asia
Slovenia,Philippines,2019,0.272287765,USD millions,Roland Kpodar (IMF),Asia
Slovenia,Philippines,2020,0.21047323,USD millions,Roland Kpodar (IMF),Asia
Solomon Islands,Philippines,2018,1.01013935,USD millions,Roland Kpodar (IMF),Asia
Solomon Islands,Philippines,2019,0.883608825,USD millions,Roland Kpodar (IMF),Asia
Solomon Islands,Philippines,2020,0.517329335,USD millions,Roland Kpodar (IMF),Asia
Somalia,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Somalia,Philippines,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Somalia,Philippines,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
South Africa,Philippines,2018,1.55432855,USD millions,Roland Kpodar (IMF),Asia
South Africa,Philippines,2019,1.442691339,USD millions,Roland Kpodar (IMF),Asia
South Africa,Philippines,2020,1.585021334,USD millions,Roland Kpodar (IMF),Asia
Spain,Philippines,2018,81.4417755,USD millions,Roland Kpodar (IMF),Asia
Spain,Philippines,2019,69.9582482,USD millions,Roland Kpodar (IMF),Asia
Spain,Philippines,2020,47.130274400000005,USD millions,Roland Kpodar (IMF),Asia
Sri Lanka,Philippines,2018,0.77546867,USD millions,Roland Kpodar (IMF),Asia
Sri Lanka,Philippines,2019,1.01380892,USD millions,Roland Kpodar (IMF),Asia
Sri Lanka,Philippines,2020,0.6898388,USD millions,Roland Kpodar (IMF),Asia
Sudan,Philippines,2018,0.39650687,USD millions,Roland Kpodar (IMF),Asia
Sudan,Philippines,2019,0.42462422,USD millions,Roland Kpodar (IMF),Asia
Sudan,Philippines,2020,0.49265371,USD millions,Roland Kpodar (IMF),Asia
Suriname,Philippines,2018,0.49966116,USD millions,Roland Kpodar (IMF),Asia
Suriname,Philippines,2019,0.43851067,USD millions,Roland Kpodar (IMF),Asia
Suriname,Philippines,2020,0.5343739399999999,USD millions,Roland Kpodar (IMF),Asia
Sweden,Philippines,2018,15.51742015,USD millions,Roland Kpodar (IMF),Asia
Sweden,Philippines,2019,14.6745808,USD millions,Roland Kpodar (IMF),Asia
Sweden,Philippines,2020,12.88356289,USD millions,Roland Kpodar (IMF),Asia
Switzerland,Philippines,2018,136.16978650000001,USD millions,Roland Kpodar (IMF),Asia
Switzerland,Philippines,2019,107.3488934,USD millions,Roland Kpodar (IMF),Asia
Switzerland,Philippines,2020,90.5336103,USD millions,Roland Kpodar (IMF),Asia
Syrian Arab Republic,Philippines,2018,0.0013316,USD millions,Roland Kpodar (IMF),Asia
Syrian Arab Republic,Philippines,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Syrian Arab Republic,Philippines,2020,0.000385,USD millions,Roland Kpodar (IMF),Asia
Tajikistan,Philippines,2018,0.03083889,USD millions,Roland Kpodar (IMF),Asia
Tajikistan,Philippines,2019,0.01534475,USD millions,Roland Kpodar (IMF),Asia
Tajikistan,Philippines,2020,0.019111,USD millions,Roland Kpodar (IMF),Asia
Tanzania,Philippines,2018,1.6661917099999999,USD millions,Roland Kpodar (IMF),Asia
Tanzania,Philippines,2019,1.1213983,USD millions,Roland Kpodar (IMF),Asia
Tanzania,Philippines,2020,0.71650612,USD millions,Roland Kpodar (IMF),Asia
Thailand,Philippines,2018,76.9960893,USD millions,Roland Kpodar (IMF),Asia
Thailand,Philippines,2019,67.22876993,USD millions,Roland Kpodar (IMF),Asia
Thailand,Philippines,2020,68.0647543,USD millions,Roland Kpodar (IMF),Asia
Togo,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Togo,Philippines,2019,0.0,USD millions,Roland Kpodar (IMF),Asia
Togo,Philippines,2020,0.0,USD millions,Roland Kpodar (IMF),Asia
Tonga,Philippines,2018,0.02913701,USD millions,Roland Kpodar (IMF),Asia
Tonga,Philippines,2019,0.0491262,USD millions,Roland Kpodar (IMF),Asia
Tonga,Philippines,2020,0.05482526,USD millions,Roland Kpodar (IMF),Asia
Trinidad and Tobago,Philippines,2018,0.32228476,USD millions,Roland Kpodar (IMF),Asia
Trinidad and Tobago,Philippines,2019,0.29780373,USD millions,Roland Kpodar (IMF),Asia
Trinidad and Tobago,Philippines,2020,0.32848943,USD millions,Roland Kpodar (IMF),Asia
Tunisia,Philippines,2018,0.8081315299999999,USD millions,Roland Kpodar (IMF),Asia
Tunisia,Philippines,2019,1.04564748,USD millions,Roland Kpodar (IMF),Asia
Tunisia,Philippines,2020,0.49520917,USD millions,Roland Kpodar (IMF),Asia
Turkey,Philippines,2018,5.37774866,USD millions,Roland Kpodar (IMF),Asia
Turkey,Philippines,2019,5.4235827,USD millions,Roland Kpodar (IMF),Asia
Turkey,Philippines,2020,6.98551825,USD millions,Roland Kpodar (IMF),Asia
Turkmenistan,Philippines,2018,0.00864482,USD millions,Roland Kpodar (IMF),Asia
Turkmenistan,Philippines,2019,0.0004,USD millions,Roland Kpodar (IMF),Asia
Turkmenistan,Philippines,2020,0.00199,USD millions,Roland Kpodar (IMF),Asia
Turks and Caicos Islands,Philippines,2018,1.32114073,USD millions,Roland Kpodar (IMF),Asia
Turks and Caicos Islands,Philippines,2019,1.44860952,USD millions,Roland Kpodar (IMF),Asia
Turks and Caicos Islands,Philippines,2020,1.30900928,USD millions,Roland Kpodar (IMF),Asia
Uganda,Philippines,2018,0.9593643,USD millions,Roland Kpodar (IMF),Asia
Uganda,Philippines,2019,0.84857161,USD millions,Roland Kpodar (IMF),Asia
Uganda,Philippines,2020,0.88472572,USD millions,Roland Kpodar (IMF),Asia
Ukraine,Philippines,2018,0.1799889,USD millions,Roland Kpodar (IMF),Asia
Ukraine,Philippines,2019,0.09479414,USD millions,Roland Kpodar (IMF),Asia
Ukraine,Philippines,2020,0.12497916,USD millions,Roland Kpodar (IMF),Asia
United Arab Emirates,Philippines,2018,2035.2979500000001,USD millions,Roland Kpodar (IMF),Asia
United Arab Emirates,Philippines,2019,1592.4530439999999,USD millions,Roland Kpodar (IMF),Asia
United Arab Emirates,Philippines,2020,1168.815115,USD millions,Roland Kpodar (IMF),Asia
United Kingdom,Philippines,2018,1497.574628,USD millions,Roland Kpodar (IMF),Asia
United Kingdom,Philippines,2019,1566.957645,USD millions,Roland Kpodar (IMF),Asia
United Kingdom,Philippines,2020,1248.029721,USD millions,Roland Kpodar (IMF),Asia
United States,Philippines,2018,9986.39346,USD millions,Roland Kpodar (IMF),Asia
United States,Philippines,2019,11318.33551,USD millions,Roland Kpodar (IMF),Asia
United States,Philippines,2020,10824.26397,USD millions,Roland Kpodar (IMF),Asia
Uruguay,Philippines,2018,0.67864579,USD millions,Roland Kpodar (IMF),Asia
Uruguay,Philippines,2019,0.1256613,USD millions,Roland Kpodar (IMF),Asia
Uruguay,Philippines,2020,0.9063187,USD millions,Roland Kpodar (IMF),Asia
Uzbekistan,Philippines,2018,0.0751853,USD millions,Roland Kpodar (IMF),Asia
Uzbekistan,Philippines,2019,0.04337121,USD millions,Roland Kpodar (IMF),Asia
Uzbekistan,Philippines,2020,0.04424963,USD millions,Roland Kpodar (IMF),Asia
Vanuatu,Philippines,2018,1.09332192,USD millions,Roland Kpodar (IMF),Asia
Vanuatu,Philippines,2019,1.092659767,USD millions,Roland Kpodar (IMF),Asia
Vanuatu,Philippines,2020,0.72551114,USD millions,Roland Kpodar (IMF),Asia
Venezuela. RB,Philippines,2018,0.07996431999999999,USD millions,Roland Kpodar (IMF),Asia
Venezuela. RB,Philippines,2019,1.4005976999999998,USD millions,Roland Kpodar (IMF),Asia
Venezuela. RB,Philippines,2020,0.07580081999999999,USD millions,Roland Kpodar (IMF),Asia
Vietnam,Philippines,2018,16.629889900000002,USD millions,Roland Kpodar (IMF),Asia
Vietnam,Philippines,2019,13.27369602,USD millions,Roland Kpodar (IMF),Asia
Vietnam,Philippines,2020,12.18805905,USD millions,Roland Kpodar (IMF),Asia
Virgin Islands (U.S.),Philippines,2018,51.43059045,USD millions,Roland Kpodar (IMF),Asia
Virgin Islands (U.S.),Philippines,2019,33.17461815,USD millions,Roland Kpodar (IMF),Asia
Virgin Islands (U.S.),Philippines,2020,19.97470826,USD millions,Roland Kpodar (IMF),Asia
Yemen. Rep.,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia
Yemen. Rep.,Philippines,2019,0.03418358,USD millions,Roland Kpodar (IMF),Asia
Yemen. Rep.,Philippines,2020,0.00193572,USD millions,Roland Kpodar (IMF),Asia
Zambia,Philippines,2018,2.06047013,USD millions,Roland Kpodar (IMF),Asia
Zambia,Philippines,2019,1.64157802,USD millions,Roland Kpodar (IMF),Asia
Zambia,Philippines,2020,1.38616168,USD millions,Roland Kpodar (IMF),Asia
Zimbabwe,Philippines,2018,0.004868300000000001,USD millions,Roland Kpodar (IMF),Asia
Zimbabwe,Philippines,2019,0.025830000000000002,USD millions,Roland Kpodar (IMF),Asia
Zimbabwe,Philippines,2020,0.0015563399999999998,USD millions,Roland Kpodar (IMF),Asia
American Samoa,Samoa,2018,7.80932827,USD millions,Roland Kpodar (IMF),Oceania
American Samoa,Samoa,2019,8.49899369,USD millions,Roland Kpodar (IMF),Oceania
American Samoa,Samoa,2020,15.82454322,USD millions,Roland Kpodar (IMF),Oceania
Australia,Samoa,2018,65.35558739999999,USD millions,Roland Kpodar (IMF),Oceania
Australia,Samoa,2019,60.8522747,USD millions,Roland Kpodar (IMF),Oceania
Australia,Samoa,2020,73.0008754,USD millions,Roland Kpodar (IMF),Oceania
New Zealand,Samoa,2018,82.831909,USD millions,Roland Kpodar (IMF),Oceania
New Zealand,Samoa,2019,84.5379179,USD millions,Roland Kpodar (IMF),Oceania
New Zealand,Samoa,2020,95.4800347,USD millions,Roland Kpodar (IMF),Oceania
United States,Samoa,2018,37.5371377,USD millions,Roland Kpodar (IMF),Oceania
United States,Samoa,2019,38.6714834,USD millions,Roland Kpodar (IMF),Oceania
United States,Samoa,2020,32.6706957,USD millions,Roland Kpodar (IMF),Oceania
Belgium,Suriname,2018,3.88,USD millions,Roland Kpodar (IMF),Latin America
Belgium,Suriname,2019,3.3810000000000002,USD millions,Roland Kpodar (IMF),Latin America
Belgium,Suriname,2020,2.848,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Suriname,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Suriname,2019,0.0,USD millions,Roland Kpodar (IMF),Latin America
Brazil,Suriname,2020,0.0,USD millions,Roland Kpodar (IMF),Latin America
Canada,Suriname,2018,0.802,USD millions,Roland Kpodar (IMF),Latin America
Canada,Suriname,2019,0.854,USD millions,Roland Kpodar (IMF),Latin America
Canada,Suriname,2020,0.895,USD millions,Roland Kpodar (IMF),Latin America
China,Suriname,2018,0.0,USD millions,Roland Kpodar (IMF),Latin America
