Sending_Country,Receiving_Country,Year,Value,Unit,Source,Region,Sending_Country_Code,Receiving_Country_Code,Sending_Country_GDP,Receiving_Country_GDP
Azerbaijan,Philippines,2020,0.33891506,USD millions,Roland Kpodar (IMF),Asia,AZE,PHL,51348.7553777597,358510.629276391
Bahamas. The,Philippines,2018,5.3607355100000005,USD millions,Roland Kpodar (IMF),Asia,BHS,PHL,12385.290297053,373379.140695818
Bahamas. The,Philippines,2019,5.1309592,USD millions,Roland Kpodar (IMF),Asia,BHS,PHL,12281.371357681299,396224.43923664204
Bahamas. The,Philippines,2020,5.49841217,USD millions,Roland Kpodar (IMF),Asia,BHS,PHL,9814.09845091068,358510.629276391
Bahrain,Philippines,2018,234.141912,USD millions,Roland Kpodar (IMF),Asia,BHR,PHL,36164.0445881584,373379.140695818
Bahrain,Philippines,2019,323.032775,USD millions,Roland Kpodar (IMF),Asia,BHR,PHL,36906.448210906405,396224.43923664204
Bahrain,Philippines,2020,208.36309300000002,USD millions,Roland Kpodar (IMF),Asia,BHR,PHL,34724.7741043146,358510.629276391
Bangladesh,Philippines,2018,1.02244356,USD millions,Roland Kpodar (IMF),Asia,BGD,PHL,239111.739541452,373379.140695818
Bangladesh,Philippines,2019,1.11172131,USD millions,Roland Kpodar (IMF),Asia,BGD,PHL,257958.323968613,396224.43923664204
Bangladesh,Philippines,2020,0.812550185,USD millions,Roland Kpodar (IMF),Asia,BGD,PHL,266852.772253895,358510.629276391
Barbados,Philippines,2018,0.002085,USD millions,Roland Kpodar (IMF),Asia,BRB,PHL,5326.45113348749,373379.140695818
Barbados,Philippines,2019,0.00256714,USD millions,Roland Kpodar (IMF),Asia,BRB,PHL,5361.2107768654605,396224.43923664204
Barbados,Philippines,2020,0.0162185,USD millions,Roland Kpodar (IMF),Asia,BRB,PHL,4554.114648023639,358510.629276391
Belarus,Philippines,2018,0.2253817,USD millions,Roland Kpodar (IMF),Asia,BLR,PHL,58198.7290408946,373379.140695818
Belarus,Philippines,2019,0.183375846,USD millions,Roland Kpodar (IMF),Asia,BLR,PHL,59040.5477446036,396224.43923664204
Belarus,Philippines,2020,0.18915124,USD millions,Roland Kpodar (IMF),Asia,BLR,PHL,58643.3566216418,358510.629276391
Belgium,Philippines,2018,61.5873724,USD millions,Roland Kpodar (IMF),Asia,BEL,PHL,482317.238282145,373379.140695818
Belgium,Philippines,2019,49.422457800000004,USD millions,Roland Kpodar (IMF),Asia,BEL,PHL,494099.71808056894,396224.43923664204
Belgium,Philippines,2020,38.3786428,USD millions,Roland Kpodar (IMF),Asia,BEL,PHL,470417.598101755,358510.629276391
Belize,Philippines,2018,0.12924267,USD millions,Roland Kpodar (IMF),Asia,BLZ,PHL,2178.39477326969,373379.140695818
Belize,Philippines,2019,0.08174906,USD millions,Roland Kpodar (IMF),Asia,BLZ,PHL,2271.36075235822,396224.43923664204
Belize,Philippines,2020,0.19522838,USD millions,Roland Kpodar (IMF),Asia,BLZ,PHL,1955.57550971701,358510.629276391
Benin,Philippines,2018,0.05645,USD millions,Roland Kpodar (IMF),Asia,BEN,PHL,13268.8123026618,373379.140695818
Benin,Philippines,2019,0.0126918887,USD millions,Roland Kpodar (IMF),Asia,BEN,PHL,14179.8073746843,396224.43923664204
Benin,Philippines,2020,0.00938195,USD millions,Roland Kpodar (IMF),Asia,BEN,PHL,14725.5587232985,358510.629276391
Bermuda,Philippines,2018,41.331452,USD millions,Roland Kpodar (IMF),Asia,BMU,PHL,6819.90598464909,373379.140695818
Bermuda,Philippines,2019,59.484113,USD millions,Roland Kpodar (IMF),Asia,BMU,PHL,6840.8503565784795,396224.43923664204
Bermuda,Philippines,2020,51.4252078,USD millions,Roland Kpodar (IMF),Asia,BMU,PHL,6373.786302281591,358510.629276391
Bhutan,Philippines,2018,0.01866169,USD millions,Roland Kpodar (IMF),Asia,BTN,PHL,2507.62261654362,373379.140695818
Bhutan,Philippines,2019,0.03839945,USD millions,Roland Kpodar (IMF),Asia,BTN,PHL,2651.94002225787,396224.43923664204
Bhutan,Philippines,2020,0.01440568,USD millions,Roland Kpodar (IMF),Asia,BTN,PHL,2380.9542514208,358510.629276391
Bolivia,Philippines,2018,0.41268398,USD millions,Roland Kpodar (IMF),Asia,BOL,PHL,37364.9589284415,373379.140695818
Bolivia,Philippines,2019,0.00235314,USD millions,Roland Kpodar (IMF),Asia,BOL,PHL,38193.2300802463,396224.43923664204
Bolivia,Philippines,2020,0.01949,USD millions,Roland Kpodar (IMF),Asia,BOL,PHL,34855.949803364405,358510.629276391
Bosnia and Herzegovina,Philippines,2018,0.03333666,USD millions,Roland Kpodar (IMF),Asia,BIH,PHL,18154.910824659302,373379.140695818
Bosnia and Herzegovina,Philippines,2019,0.023966848,USD millions,Roland Kpodar (IMF),Asia,BIH,PHL,18679.1054339912,396224.43923664204
Bosnia and Herzegovina,Philippines,2020,0.01622478,USD millions,Roland Kpodar (IMF),Asia,BIH,PHL,18115.9126324361,358510.629276391
Botswana,Philippines,2018,1.56768562,USD millions,Roland Kpodar (IMF),Asia,BWA,PHL,15734.9672149686,373379.140695818
Botswana,Philippines,2019,1.366399125,USD millions,Roland Kpodar (IMF),Asia,BWA,PHL,16212.0157608999,396224.43923664204
Botswana,Philippines,2020,1.63346589,USD millions,Roland Kpodar (IMF),Asia,BWA,PHL,14796.887968598,358510.629276391
Brazil,Philippines,2018,0.44082629,USD millions,Roland Kpodar (IMF),Asia,BRA,PHL,1797736.84496916,373379.140695818
Brazil,Philippines,2019,0.71218514,USD millions,Roland Kpodar (IMF),Asia,BRA,PHL,1819683.21769938,396224.43923664204
Brazil,Philippines,2020,0.991272676,USD millions,Roland Kpodar (IMF),Asia,BRA,PHL,1760056.58779546,358510.629276391
Brunei Darussalam,Philippines,2018,29.4887754,USD millions,Roland Kpodar (IMF),Asia,BRN,PHL,12784.1374273154,373379.140695818
Brunei Darussalam,Philippines,2019,28.180934099999998,USD millions,Roland Kpodar (IMF),Asia,BRN,PHL,13278.7357821319,396224.43923664204
Brunei Darussalam,Philippines,2020,19.6818513,USD millions,Roland Kpodar (IMF),Asia,BRN,PHL,13429.2599996183,358510.629276391
Bulgaria,Philippines,2018,15.04647777,USD millions,Roland Kpodar (IMF),Asia,BGR,PHL,55108.64639370111,373379.140695818
Bulgaria,Philippines,2019,3.2779263199999997,USD millions,Roland Kpodar (IMF),Asia,BGR,PHL,57196.6305436142,396224.43923664204
Bulgaria,Philippines,2020,0.184544833,USD millions,Roland Kpodar (IMF),Asia,BGR,PHL,55357.33708397899,358510.629276391
Burundi,Philippines,2018,0.0493245,USD millions,Roland Kpodar (IMF),Asia,BDI,PHL,3150.72741431633,373379.140695818
Burundi,Philippines,2019,0.0495653,USD millions,Roland Kpodar (IMF),Asia,BDI,PHL,3207.8364068824803,396224.43923664204
Burundi,Philippines,2020,0.2400947,USD millions,Roland Kpodar (IMF),Asia,BDI,PHL,3218.33106479216,358510.629276391
Cabo Verde,Philippines,2018,0.00128088,USD millions,Roland Kpodar (IMF),Asia,CPV,PHL,1978.5368093319298,373379.140695818
Cabo Verde,Philippines,2019,0.01112601,USD millions,Roland Kpodar (IMF),Asia,CPV,PHL,2116.00211092756,396224.43923664204
Cabo Verde,Philippines,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,CPV,PHL,1675.7620337188598,358510.629276391
Cambodia,Philippines,2018,2.01972192,USD millions,Roland Kpodar (IMF),Asia,KHM,PHL,30665.817313849097,373379.140695818
Cambodia,Philippines,2019,3.0566011399999997,USD millions,Roland Kpodar (IMF),Asia,KHM,PHL,33099.747942811,396224.43923664204
Cambodia,Philippines,2020,1.49157743,USD millions,Roland Kpodar (IMF),Asia,KHM,PHL,31922.8129450881,358510.629276391
Cameroon,Philippines,2018,0.6261495232,USD millions,Roland Kpodar (IMF),Asia,CMR,PHL,36242.6142485756,373379.140695818
Cameroon,Philippines,2019,0.404389726,USD millions,Roland Kpodar (IMF),Asia,CMR,PHL,37502.066832740304,396224.43923664204
Cameroon,Philippines,2020,0.4063750646,USD millions,Roland Kpodar (IMF),Asia,CMR,PHL,37599.5470485841,358510.629276391
Canada,Philippines,2018,976.767298,USD millions,Roland Kpodar (IMF),Asia,CAN,PHL,1664832.88787371,373379.140695818
Canada,Philippines,2019,1015.804701,USD millions,Roland Kpodar (IMF),Asia,CAN,PHL,1696605.0905518401,396224.43923664204
Canada,Philippines,2020,929.385698,USD millions,Roland Kpodar (IMF),Asia,CAN,PHL,1611126.16562503,358510.629276391
Cayman Islands,Philippines,2018,6.28799872,USD millions,Roland Kpodar (IMF),Asia,CYM,PHL,5229.50175800703,373379.140695818
Cayman Islands,Philippines,2019,14.51177695,USD millions,Roland Kpodar (IMF),Asia,CYM,PHL,5434.26997707991,396224.43923664204
Cayman Islands,Philippines,2020,15.79069463,USD millions,Roland Kpodar (IMF),Asia,CYM,PHL,5165.012420049679,358510.629276391
Central African Republic,Philippines,2018,0.08236452999999999,USD millions,Roland Kpodar (IMF),Asia,CAF,PHL,1927.16716354408,373379.140695818
Central African Republic,Philippines,2019,0.06177317,USD millions,Roland Kpodar (IMF),Asia,CAF,PHL,1986.90934561394,396224.43923664204
Central African Republic,Philippines,2020,0.022075,USD millions,Roland Kpodar (IMF),Asia,CAF,PHL,2004.79152966202,358510.629276391
Chad,Philippines,2018,0.09239011,USD millions,Roland Kpodar (IMF),Asia,TCD,PHL,14519.3742092105,373379.140695818
Chad,Philippines,2019,0.26250381100000003,USD millions,Roland Kpodar (IMF),Asia,TCD,PHL,15301.773406822202,396224.43923664204
Chad,Philippines,2020,0.16328081,USD millions,Roland Kpodar (IMF),Asia,TCD,PHL,15239.2053178836,358510.629276391
Channel Islands,Philippines,2018,11.21166418,USD millions,Roland Kpodar (IMF),Asia,GGY,PHL,,373379.140695818
Channel Islands,Philippines,2019,10.98890019,USD millions,Roland Kpodar (IMF),Asia,GGY,PHL,,396224.43923664204
Channel Islands,Philippines,2020,7.61434592,USD millions,Roland Kpodar (IMF),Asia,GGY,PHL,,358510.629276391
Chile,Philippines,2018,0.16745659000000002,USD millions,Roland Kpodar (IMF),Asia,CHL,PHL,260027.117802785,373379.140695818
Chile,Philippines,2019,0.11401458,USD millions,Roland Kpodar (IMF),Asia,CHL,PHL,261676.645417276,396224.43923664204
Chile,Philippines,2020,0.20673991,USD millions,Roland Kpodar (IMF),Asia,CHL,PHL,245600.606668884,358510.629276391
China,Philippines,2018,48.2135882,USD millions,Roland Kpodar (IMF),Asia,CHN,PHL,13745158.2751367,373379.140695818
China,Philippines,2019,33.4507537,USD millions,Roland Kpodar (IMF),Asia,CHN,PHL,14579283.5281484,396224.43923664204
China,Philippines,2020,27.1804223,USD millions,Roland Kpodar (IMF),Asia,CHN,PHL,14920466.2345653,358510.629276391
Colombia,Philippines,2018,0.15817863000000001,USD millions,Roland Kpodar (IMF),Asia,COL,PHL,311479.21451179497,373379.140695818
Colombia,Philippines,2019,0.59947803,USD millions,Roland Kpodar (IMF),Asia,COL,PHL,321405.606655842,396224.43923664204
Colombia,Philippines,2020,0.15346461,USD millions,Roland Kpodar (IMF),Asia,COL,PHL,298309.675728093,358510.629276391
Comoros,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,COM,PHL,1091.01428372133,373379.140695818
Comoros,Philippines,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,COM,PHL,1130.6046854108502,396224.43923664204
Comoros,Philippines,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,COM,PHL,1175.8889976510702,358510.629276391
Congo. Dem. Rep.,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,COD,PHL,42619.0165906593,373379.140695818
Congo. Dem. Rep.,Philippines,2019,0.0,USD millions,Roland Kpodar (IMF),Asia,COD,PHL,44487.6596790188,396224.43923664204
Congo. Dem. Rep.,Philippines,2020,0.0,USD millions,Roland Kpodar (IMF),Asia,COD,PHL,45259.708653511596,358510.629276391
Congo. Rep.,Philippines,2018,6.42925014,USD millions,Roland Kpodar (IMF),Asia,COG,PHL,10472.514332327299,373379.140695818
Congo. Rep.,Philippines,2019,3.09994126,USD millions,Roland Kpodar (IMF),Asia,COG,PHL,10590.275024738,396224.43923664204
Congo. Rep.,Philippines,2020,1.010679466,USD millions,Roland Kpodar (IMF),Asia,COG,PHL,9926.50070240064,358510.629276391
Costa Rica,Philippines,2018,0.22017111,USD millions,Roland Kpodar (IMF),Asia,CRI,PHL,62862.779082629204,373379.140695818
Costa Rica,Philippines,2019,0.18626157,USD millions,Roland Kpodar (IMF),Asia,CRI,PHL,64382.4941958393,396224.43923664204
Costa Rica,Philippines,2020,0.13518103,USD millions,Roland Kpodar (IMF),Asia,CRI,PHL,61631.202097758105,358510.629276391
Cote d'Ivoire,Philippines,2018,0.0,USD millions,Roland Kpodar (IMF),Asia,CIV,PHL,55294.2532637438,373379.140695818
Cote d'Ivoire,Philippines,2019,0.01540128,USD millions,Roland Kpodar (IMF),Asia,CIV,PHL,59010.7855409857,396224.43923664204
Cote d'Ivoire,Philippines,2020,0.06240551,USD millions,Roland Kpodar (IMF),Asia,CIV,PHL,59423.7008806615,358510.629276391
Croatia,Philippines,2018,0.65120935,USD millions,Roland Kpodar (IMF),Asia,HRV,PHL,56085.0442340737,373379.140695818
Croatia,Philippines,2019,0.60767476,USD millions,Roland Kpodar (IMF),Asia,HRV,PHL,57823.9268828566,396224.43923664204
Croatia,Philippines,2020,5.9762310549999995,USD millions,Roland Kpodar (IMF),Asia,HRV,PHL,53017.8087552998,358510.629276391
Cuba,Philippines,2018,0.10091591,USD millions,Roland Kpodar (IMF),Asia,CUB,PHL,91169.0396927712,373379.140695818
Cuba,Philippines,2019,3.79292194,USD millions,Roland Kpodar (IMF),Asia,CUB,PHL,91020.3546371474,396224.43923664204
Cuba,Philippines,2020,0.09238236,USD millions,Roland Kpodar (IMF),Asia,CUB,PHL,81054.45900025869,358510.629276391
Curacao,Philippines,2018,1.33667005,USD millions,Roland Kpodar (IMF),Asia,CUW,PHL,2924.6404368364,373379.140695818
Curacao,Philippines,2019,1.8566235,USD millions,Roland Kpodar (IMF),Asia,CUW,PHL,2830.87261212355,396224.43923664204
Curacao,Philippines,2020,1.18014207,USD millions,Roland Kpodar (IMF),Asia,CUW,PHL,2308.90300487561,358510.629276391
Cyprus,Philippines,2018,131.1223354,USD millions,Roland Kpodar (IMF),Asia,CYP,PHL,23845.4977503008,373379.140695818
Cyprus,Philippines,2019,196.901739,USD millions,Roland Kpodar (IMF),Asia,CYP,PHL,25246.5628226821,396224.43923664204
Cyprus,Philippines,2020,287.8633035,USD millions,Roland Kpodar (IMF),Asia,CYP,PHL,24433.464399392502,358510.629276391
Czech Republic,Philippines,2018,1.76654467,USD millions,Roland Kpodar (IMF),Asia,CZE,PHL,209798.95082542,373379.140695818
Czech Republic,Philippines,2019,1.446150658,USD millions,Roland Kpodar (IMF),Asia,CZE,PHL,217279.91268173,396224.43923664204
Czech Republic,Philippines,2020,0.882102358,USD millions,Roland Kpodar (IMF),Asia,CZE,PHL,205753.475017539,358510.629276391
Denmark,Philippines,2018,62.7187429,USD millions,Roland Kpodar (IMF),Asia,DNK,PHL,326500.781502599,373379.140695818
Denmark,Philippines,2019,43.4504802,USD millions,Roland Kpodar (IMF),Asia,DNK,PHL,332088.518944146,396224.43923664204
Denmark,Philippines,2020,36.317569299999995,USD millions,Roland Kpodar (IMF),Asia,DNK,PHL,326176.991232295,358510.629276391
Djibouti,Philippines,2018,0.23178562,USD millions,Roland Kpodar (IMF),Asia,DJI,PHL,2869.6050103792,373379.140695818
Djibouti,Philippines,2019,0.11439166,USD millions,Roland Kpodar (IMF),Asia,DJI,PHL,3028.72692717701,396224.43923664204
Djibouti,Philippines,2020,0.16332375999999998,USD millions,Roland Kpodar (IMF),Asia,DJI,PHL,3065.13571311422,358510.629276391
Dominican Republic,Philippines,2018,0.14142153,USD millions,Roland Kpodar (IMF),Asia,DOM,PHL,84301.7017546018,373379.140695818
Dominican Republic,Philippines,2019,0.130957893,USD millions,Roland Kpodar (IMF),Asia,DOM,PHL,88427.4524258944,396224.43923664204
Dominican Republic,Philippines,2020,0.03646398,USD millions,Roland Kpodar (IMF),Asia,DOM,PHL,81415.99343807339,358510.629276391
Ecuador,Philippines,2018,0.02831341,USD millions,Roland Kpodar (IMF),Asia,ECU,PHL,103373.033702498,373379.140695818
Ecuador,Philippines,2019,0.19266543,USD millions,Roland Kpodar (IMF),Asia,ECU,PHL,103544.01731543499,396224.43923664204
Ecuador,Philippines,2020,0.08552314,USD millions,Roland Kpodar (IMF),Asia,ECU,PHL,93971.27331391521,358510.629276391
Egypt. Arab Rep.,Philippines,2018,2.27563084,USD millions,Roland Kpodar (IMF),Asia,EGY,PHL,377141.312302669,373379.140695818
Egypt. Arab Rep.,Philippines,2019,1.0146331,USD millions,Roland Kpodar (IMF),Asia,EGY,PHL,398080.548973052,396224.43923664204
Egypt. Arab Rep.,Philippines,2020,0.88854021,USD millions,Roland Kpodar (IMF),Asia,EGY,PHL,412213.06464908697,358510.629276391
El Salvador,Philippines,2018,0.056705,USD millions,Roland Kpodar (IMF),Asia,SLV,PHL,25166.3524355773,373379.140695818
El Salvador,Philippines,2019,0.003821,USD millions,Roland Kpodar (IMF),Asia,SLV,PHL,25779.7751265993,396224.43923664204
El Salvador,Philippines,2020,0.016247,USD millions,Roland Kpodar (IMF),Asia,SLV,PHL,23744.951345511003,358510.629276391
Equatorial Guinea,Philippines,2018,1.91823328,USD millions,Roland Kpodar (IMF),Asia,GNQ,PHL,10634.279338581699,373379.140695818
Equatorial Guinea,Philippines,2019,1.13993138,USD millions,Roland Kpodar (IMF),Asia,GNQ,PHL,10051.3267149325,396224.43923664204
Equatorial Guinea,Philippines,2020,0.99801558,USD millions,Roland Kpodar (IMF),Asia,GNQ,PHL,9569.75952714748,358510.629276391
Eritrea,Philippines,2018,0.35656468,USD millions,Roland Kpodar (IMF),Asia,ERI,PHL,,373379.140695818
Eritrea,Philippines,2019,0.13688218,USD millions,Roland Kpodar (IMF),Asia,ERI,PHL,,396224.43923664204
Eritrea,Philippines,2020,0.03469381,USD millions,Roland Kpodar (IMF),Asia,ERI,PHL,,358510.629276391
Estonia,Philippines,2018,0.97183638,USD millions,Roland Kpodar (IMF),Asia,EST,PHL,26326.3067108582,373379.140695818
Estonia,Philippines,2019,1.5356420700000002,USD millions,Roland Kpodar (IMF),Asia,EST,PHL,27307.3958710676,396224.43923664204
Estonia,Philippines,2020,0.7787737,USD millions,Roland Kpodar (IMF),Asia,EST,PHL,26519.9031368312,358510.629276391
Eswatini,Philippines,2018,0.16188501,USD millions,Roland Kpodar (IMF),Asia,SWZ,PHL,4162.3393217844805,373379.140695818
Eswatini,Philippines,2019,0.11278171,USD millions,Roland Kpodar (IMF),Asia,SWZ,PHL,4415.54176722971,396224.43923664204
Eswatini,Philippines,2020,0.15324853,USD millions,Roland Kpodar (IMF),Asia,SWZ,PHL,4289.13001073364,358510.629276391
Ethiopia,Philippines,2018,2.5156620800000002,USD millions,Roland Kpodar (IMF),Asia,ETH,PHL,82721.1441975947,373379.140695818
Ethiopia,Philippines,2019,1.24027596,USD millions,Roland Kpodar (IMF),Asia,ETH,PHL,89640.0116177163,396224.43923664204
Ethiopia,Philippines,2020,1.5519190600000001,USD millions,Roland Kpodar (IMF),Asia,ETH,PHL,95071.77581198269,358510.629276391
Faroe Islands,Philippines,2018,0.30224576999999997,USD millions,Roland Kpodar (IMF),Asia,FRO,PHL,2775.89551647884,373379.140695818
Faroe Islands,Philippines,2019,0.754840116,USD millions,Roland Kpodar (IMF),Asia,FRO,PHL,2901.87982004399,396224.43923664204
Faroe Islands,Philippines,2020,0.49528991099999997,USD millions,Roland Kpodar (IMF),Asia,FRO,PHL,2854.36672712733,358510.629276391
Fiji,Philippines,2018,0.58406033,USD millions,Roland Kpodar (IMF),Asia,FJI,PHL,5246.46630921899,373379.140695818
Fiji,Philippines,2019,0.43906109,USD millions,Roland Kpodar (IMF),Asia,FJI,PHL,5215.93467117566,396224.43923664204
Fiji,Philippines,2020,0.40347296,USD millions,Roland Kpodar (IMF),Asia,FJI,PHL,4327.20891229646,358510.629276391
Finland,Philippines,2018,9.42658368,USD millions,Roland Kpodar (IMF),Asia,FIN,PHL,250058.685918643,373379.140695818
Finland,Philippines,2019,9.92218044,USD millions,Roland Kpodar (IMF),Asia,FIN,PHL,253433.8241686,396224.43923664204
Finland,Philippines,2020,8.41607025,USD millions,Roland Kpodar (IMF),Asia,FIN,PHL,247120.69623209,358510.629276391
France,Philippines,2018,105.6375961,USD millions,Roland Kpodar (IMF),Asia,FRA,PHL,2556210.83276002,373379.140695818
France,Philippines,2019,86.819125,USD millions,Roland Kpodar (IMF),Asia,FRA,PHL,2608036.6389061203,396224.43923664204
France,Philippines,2020,44.3412947,USD millions,Roland Kpodar (IMF),Asia,FRA,PHL,2413981.86767636,358510.629276391
Gabon,Philippines,2018,0.20962433,USD millions,Roland Kpodar (IMF),Asia,GAB,PHL,14876.9450896921,373379.140695818
Gabon,Philippines,2019,0.24143458,USD millions,Roland Kpodar (IMF),Asia,GAB,PHL,15460.2416611259,396224.43923664204
Gabon,Philippines,2020,0.63559248,USD millions,Roland Kpodar (IMF),Asia,GAB,PHL,15176.1193595533,358510.629276391
Gambia. The,Philippines,2018,0.07370862,USD millions,Roland Kpodar (IMF),Asia,GMB,PHL,1579.26460877791,373379.140695818
Gambia. The,Philippines,2019,0.013072199999999999,USD millions,Roland Kpodar (IMF),Asia,GMB,PHL,1677.52729227233,396224.43923664204
Gambia. The,Philippines,2020,0.00099,USD millions,Roland Kpodar (IMF),Asia,GMB,PHL,1687.44965295674,358510.629276391
Georgia,Philippines,2018,1.00518958,USD millions,Roland Kpodar (IMF),Asia,GEO,PHL,17565.6609173341,373379.140695818
Georgia,Philippines,2019,0.18265846,USD millions,Roland Kpodar (IMF),Asia,GEO,PHL,18510.8198184957,396224.43923664204
Georgia,Philippines,2020,0.22231926000000002,USD millions,Roland Kpodar (IMF),Asia,GEO,PHL,17346.40192057,358510.629276391
Germany,Philippines,2018,859.884413,USD millions,Roland Kpodar (IMF),Asia,DEU,PHL,3637409.36550255,373379.140695818
Germany,Philippines,2019,762.304436,USD millions,Roland Kpodar (IMF),Asia,DEU,PHL,3673343.09074263,396224.43923664204
Germany,Philippines,2020,531.642107,USD millions,Roland Kpodar (IMF),Asia,DEU,PHL,3522914.6397119197,358510.629276391
Ghana,Philippines,2018,2.0620555,USD millions,Roland Kpodar (IMF),Asia,GHA,PHL,58684.8612205087,373379.140695818
Ghana,Philippines,2019,2.21475606,USD millions,Roland Kpodar (IMF),Asia,GHA,PHL,62503.9398268611,396224.43923664204
Ghana,Philippines,2020,1.92863972,USD millions,Roland Kpodar (IMF),Asia,GHA,PHL,62825.173619415706,358510.629276391
Gibraltar,Philippines,2018,0.21594999,USD millions,Roland Kpodar (IMF),Asia,GIB,PHL,,373379.140695818
Gibraltar,Philippines,2019,0.322260694,USD millions,Roland Kpodar (IMF),Asia,GIB,PHL,,396224.43923664204
Gibraltar,Philippines,2020,0.3503010682,USD millions,Roland Kpodar (IMF),Asia,GIB,PHL,,358510.629276391
Greece,Philippines,2018,186.654727,USD millions,Roland Kpodar (IMF),Asia,GRC,PHL,201445.88043467002,373379.140695818
Greece,Philippines,2019,152.742015,USD millions,Roland Kpodar (IMF),Asia,GRC,PHL,206033.167050895,396224.43923664204
Greece,Philippines,2020,209.294574,USD millions,Roland Kpodar (IMF),Asia,GRC,PHL,187085.880047738,358510.629276391
Greenland,Philippines,2018,0.07336685,USD millions,Roland Kpodar (IMF),Asia,GRL,PHL,2633.80851664035,373379.140695818
Greenland,Philippines,2019,0.07899692,USD millions,Roland Kpodar (IMF),Asia,GRL,PHL,2708.40265063237,396224.43923664204
Greenland,Philippines,2020,0.046618389999999996,USD millions,Roland Kpodar (IMF),Asia,GRL,PHL,2715.19504719671,358510.629276391
Grenada,Philippines,2018,0.05343964,USD millions,Roland Kpodar (IMF),Asia,GRD,PHL,1127.31267842806,373379.140695818
Grenada,Philippines,2019,0.04575398,USD millions,Roland Kpodar (IMF),Asia,GRD,PHL,1134.93908103144,396224.43923664204
Grenada,Philippines,2020,0.17805498,USD millions,Roland Kpodar (IMF),Asia,GRD,PHL,978.809798804488,358510.629276391
Guam,Philippines,2018,18.55780197,USD millions,Roland Kpodar (IMF),Asia,GUM,PHL,5812.71919927207,373379.140695818
Guam,Philippines,2019,21.9768446,USD millions,Roland Kpodar (IMF),Asia,GUM,PHL,5959.40909918107,396224.43923664204
Guam,Philippines,2020,25.8709103,USD millions,Roland Kpodar (IMF),Asia,GUM,PHL,5332.54722474977,358510.629276391
Guatemala,Philippines,2018,0.041561,USD millions,Roland Kpodar (IMF),Asia,GTM,PHL,68060.1389964032,373379.140695818
Guatemala,Philippines,2019,0.051117289999999996,USD millions,Roland Kpodar (IMF),Asia,GTM,PHL,70794.7259152777,396224.43923664204
Guatemala,Philippines,2020,0.0603782,USD millions,Roland Kpodar (IMF),Asia,GTM,PHL,69530.6493099694,358510.629276391
Guinea,Philippines,2018,0.60994333,USD millions,Roland Kpodar (IMF),Asia,GIN,PHL,11433.1192237578,373379.140695818
Guinea,Philippines,2019,1.04017636,USD millions,Roland Kpodar (IMF),Asia,GIN,PHL,12075.3077516835,396224.43923664204
Guinea,Philippines,2020,0.67086817,USD millions,Roland Kpodar (IMF),Asia,GIN,PHL,12643.4015886985,358510.629276391
Guinea-Bissau,Philippines,2018,0.0097852,USD millions,Roland Kpodar (IMF),Asia,GNB,PHL,1319.4853324772998,373379.140695818
Guinea-Bissau,Philippines,2019,0.09669248,USD millions,Roland Kpodar (IMF),Asia,GNB,PHL,1392.92452582696,396224.43923664204
Guinea-Bissau,Philippines,2020,0.10483771,USD millions,Roland Kpodar (IMF),Asia,GNB,PHL,1422.56756022443,358510.629276391
Guyana,Philippines,2018,0.1932014,USD millions,Roland Kpodar (IMF),Asia,GUY,PHL,4813.37772577348,373379.140695818
Guyana,Philippines,2019,0.24341035,USD millions,Roland Kpodar (IMF),Asia,GUY,PHL,5071.03013573162,396224.43923664204
Guyana,Philippines,2020,0.48330612,USD millions,Roland Kpodar (IMF),Asia,GUY,PHL,7275.89637720418,358510.629276391
Haiti,Philippines,2018,0.24826692,USD millions,Roland Kpodar (IMF),Asia,HTI,PHL,15756.7786379976,373379.140695818
Haiti,Philippines,2019,0.380386634,USD millions,Roland Kpodar (IMF),Asia,HTI,PHL,15485.274058243,396224.43923664204
Haiti,Philippines,2020,0.23102849,USD millions,Roland Kpodar (IMF),Asia,HTI,PHL,14973.4074772561,358510.629276391
Honduras,Philippines,2018,0.33538429000000003,USD millions,Roland Kpodar (IMF),Asia,HND,PHL,23730.7789605382,373379.140695818
Honduras,Philippines,2019,0.606875144,USD millions,Roland Kpodar (IMF),Asia,HND,PHL,24338.2001293672,396224.43923664204
Honduras,Philippines,2020,0.19194798999999999,USD millions,Roland Kpodar (IMF),Asia,HND,PHL,22156.2604738169,358510.629276391
Hong Kong SAR. China,Philippines,2018,845.147385,USD millions,Roland Kpodar (IMF),Asia,HKG,PHL,337457.492970757,373379.140695818
Hong Kong SAR. China,Philippines,2019,801.74913,USD millions,Roland Kpodar (IMF),Asia,HKG,PHL,331813.870172854,396224.43923664204
Hong Kong SAR. China,Philippines,2020,753.597978,USD millions,Roland Kpodar (IMF),Asia,HKG,PHL,310097.371736975,358510.629276391
Hungary,Philippines,2018,1.30961707,USD millions,Roland Kpodar (IMF),Asia,HUN,PHL,141078.862882165,373379.140695818
Hungary,Philippines,2019,0.280248667,USD millions,Roland Kpodar (IMF),Asia,HUN,PHL,148241.69767730398,396224.43923664204
